type,small_bags,large_bags,xlarge_bags,total_bags
organic,1956.96,2232.53,0,4189.49
conventional,164917.14,272147.99,0,437065.13
organic,8532.22,0,0,8532.22
conventional,1416213.42,266699.74,5126.94,1688040.1
organic,139366.04,21961.08,0,161327.12
conventional,135447.6,30373.85,0,165821.45
organic,2520.74,4234.52,0,6755.26
conventional,98850.82,41985.79,3926.67,144763.28
organic,1047.77,0,0,1047.77
conventional,439699.61,106054.39,22.05,545776.05
organic,56460.56,1523.77,0,57984.33
conventional,1134075.43,368023.3,75.73,1502174.46
organic,193753.93,43440.05,0,237193.98
conventional,27325.06,28323.81,3.33,55652.2
organic,18688.09,7491.32,0,26179.41
conventional,119134.19,134316.76,6.67,253457.62
organic,7580.84,6.67,0,7587.51
conventional,144848.69,50617.43,23.33,195489.45
organic,28706.27,651.76,0,29358.03
conventional,245457.71,266846.43,30,512334.14
organic,14948.63,37.01,0,14985.64
conventional,29277.5,59750.59,0,89028.09
organic,12099.78,0,0,12099.78
conventional,604929.87,113620.2,19665.71,738215.78
organic,59947.54,5845.03,0,65792.57
conventional,103243.3,201636.66,1789.36,306669.32
organic,2702.35,19261.69,7.62,21971.66
conventional,132976.12,15219.2,10,148205.32
organic,11111.12,106.61,0,11217.73
conventional,130357.78,27049.28,22.9,157429.96
organic,15599.83,2438.28,0,18038.11
conventional,98893.11,25340.24,380,124613.35
organic,6041.42,2347.64,0,8389.06
conventional,89355.47,1166.44,4042.91,94564.82
organic,7129.46,0,0,7129.46
conventional,232611.05,10725.04,40,243376.09
organic,6105.66,3.8,0,6109.46
conventional,120553.91,1442.75,2865.34,124862
organic,29455.46,0,0,29455.46
conventional,107135.19,172940.52,1227.33,281303.04
organic,2742.18,30151.43,53.56,32947.17
conventional,149589.26,31927.29,16.67,181533.22
organic,18543.64,2263.05,0,20806.69
conventional,1955079.48,1075718.54,43146.01,3073944.03
organic,107902.64,27602.27,0,135504.91
conventional,1416428.35,1062807.17,30526.14,2509761.66
organic,76624.27,15721.66,0,92345.93
conventional,18846.75,27554.67,554.6,46956.02
organic,831.58,2780.85,0,3612.43
conventional,64448.53,31317.94,3.33,95769.8
organic,8365.11,43.67,0,8408.78
conventional,22897,9915.83,0,32812.83
organic,3645.97,3271.84,0,6917.81
conventional,116880.83,170181.98,6.67,287069.48
organic,8090,0,0,8090
conventional,11676381.46,5110694.9,264102.29,17051178.65
organic,951857.58,215543.29,70.61,1167471.48
conventional,1492049.5,1788268.65,9123.58,3289441.73
organic,113135.82,66724.37,70.61,179930.8
conventional,229808.3,72196.91,43.08,302048.29
organic,16832.26,917.27,0,17749.53
conventional,7581.66,5615.19,26.67,13223.52
organic,5115.83,0,0,5115.83
conventional,323817.17,56329.69,6093.97,386240.83
organic,12600.54,3493.65,0,16094.19
conventional,250533.3,40723.28,53.33,291309.91
organic,43019.43,2315.69,0,45335.12
conventional,19985.28,19539.7,223.62,39748.6
organic,1139.73,1599.08,0,2738.81
conventional,125744.68,24731.97,3.33,150479.98
organic,20208.41,14728.29,0,34936.7
conventional,61828.51,33353.93,20,95202.44
organic,10214.06,5876.34,0,16090.4
conventional,2071956.99,115006.83,164646.87,2351610.69
organic,118323.17,33.55,0,118356.72
conventional,104492.68,12812.66,9.33,117314.67
organic,12541.96,363.83,0,12905.79
conventional,120828.47,27689.47,13951.16,162469.1
organic,44618.38,4442.98,0,49061.36
conventional,326857.88,24703.57,20.72,351582.17
organic,6770.37,2936.96,0,9707.33
conventional,166757.34,28727.93,33.47,195518.74
organic,5386.93,2418.77,0,7805.7
conventional,436634.03,132435.4,12829.33,581898.76
organic,20059.11,9642.62,0,29701.73
conventional,210126.45,562840.56,494.49,773461.5
organic,34066.36,352.95,0,34419.31
conventional,270353.84,28854.43,5538.33,304746.6
organic,7690.36,3305,0,10995.36
conventional,31769.05,4201.27,7800.83,43771.15
organic,8255.42,9.7,0,8265.12
conventional,1832726.02,456528.86,54485.13,2343740.01
organic,143012.11,29871.84,0,172883.95
conventional,102633.97,12214.71,20,114868.68
organic,23693.31,584.3,0,24277.61
conventional,55425.91,13181.5,6.67,68614.08
organic,10317.8,0,0,10317.8
conventional,284385.45,179323.14,41.11,463749.7
organic,64198.38,203.97,0,64402.35
conventional,148744.37,20681.56,1127.02,170552.95
organic,3790.13,4720.39,0,8510.52
conventional,48504.34,114499.22,3.33,163006.89
organic,3132.22,31.18,0,3163.4
conventional,117170.62,95418.12,6.67,212595.41
organic,11257.31,33.16,0,11290.47
conventional,1418523.01,73768.08,117782.16,1610073.25
organic,54471.25,3.54,0,54474.79
conventional,57573.43,25256.89,1564.91,84395.23
organic,3214.72,873.11,0,4087.83
conventional,169092.82,494721.73,6.67,663821.22
organic,9342.05,0,0,9342.05
conventional,1345878.22,290064.43,11931.94,1647874.59
organic,149183.01,14542.24,0,163725.25
conventional,118582.73,33269.3,6.67,151858.7
organic,4893.32,795.37,0,5688.69
conventional,74874.69,52889.67,3950,131714.36
organic,756.67,0,0,756.67
conventional,411416.42,238485.56,3.33,649905.31
organic,65120.08,2099.97,0,67220.05
conventional,1114821.38,496006.79,113.33,1610941.5
organic,226943.69,37022.04,0,263965.73
conventional,26297.81,27354.41,13.33,53665.55
organic,26932.4,7222.57,0,34154.97
conventional,132056.25,189252.71,10,321318.96
organic,8631.1,0,0,8631.1
conventional,148873.68,49822.32,16.67,198712.67
organic,23066.39,953.65,0,24020.04
conventional,247144.1,186592.09,107.18,433843.37
organic,14750.54,27.94,0,14778.48
conventional,41290.31,29793.03,0,71083.34
organic,14582.6,0,0,14582.6
conventional,551476.62,132745.88,20811.83,705034.33
organic,55431.27,8012.32,0,63443.59
conventional,117430.78,193699.57,4880.34,316010.69
organic,2985.94,18316.66,0,21302.6
conventional,139294.28,15855.35,13.33,155162.96
organic,12531.41,667.53,0,13198.94
conventional,115603.76,27956.34,30,143590.1
organic,16371.28,2230.3,0,18601.58
conventional,72053.82,29466.02,1130,102649.84
organic,7101.68,1808.33,0,8910.01
conventional,78593.6,1432.99,8699.68,88726.27
organic,7895.28,0,0,7895.28
conventional,210393.34,31233.99,950,242577.33
organic,7212.26,0,0,7212.26
conventional,116780.43,2807.02,9574.31,129161.76
organic,25871.8,0,0,25871.8
conventional,107840.72,166074.55,3536.63,277451.9
organic,3090.35,28243.96,7.31,31341.62
conventional,156479.33,40862.39,42.7,197384.42
organic,24213.77,1224.39,0,25438.16
conventional,1739170.32,616791.9,44268.61,2400230.83
organic,151928.57,29861.42,0,181789.99
conventional,1437370.08,1558550.56,26840.57,3022761.21
organic,89212.21,8423.04,0,97635.25
conventional,19343.81,24239.56,1911.51,45494.88
organic,1172.4,2558.17,0,3730.57
conventional,65051.86,41989.73,6.67,107048.26
organic,5911.46,1200.05,0,7111.51
conventional,23436.85,10035.9,0,33472.75
organic,5085.02,2200.3,0,7285.32
conventional,124813.84,230243.3,3.33,355060.47
organic,8331.11,0,0,8331.11
conventional,11608928.88,5702349.27,352391.98,17663670.13
organic,1102949.94,190564.14,7.54,1293521.62
conventional,1515529.31,2036654,29293.69,3581477
organic,168915.9,62797.73,7.54,231721.17
conventional,229817.78,70407.24,144.52,300369.54
organic,19727.36,1053.33,0,20780.69
conventional,7440.13,3189.24,701.11,11330.48
organic,5133.38,0,0,5133.38
conventional,375320.62,68168.15,6863.33,450352.1
organic,10172.6,1810.85,0,11983.45
conventional,234537.03,55968.98,1727.78,292233.79
organic,51948.56,1242.96,0,53191.52
conventional,29925.34,14209.32,77.96,44212.62
organic,2016.14,1446.95,0,3463.09
conventional,121351.31,38189.94,1425.56,160966.81
organic,16545.16,15287.35,0,31832.51
conventional,39754.84,66628.07,1174.44,107557.35
organic,8783.54,9984.83,0,18768.37
conventional,2108178.08,127794.17,215456.85,2451429.1
organic,114381.15,29.67,0,114410.82
conventional,112938.44,13193.03,3.33,126134.8
organic,11074.88,6.62,0,11081.5
conventional,123874.42,39191.98,9273.33,172339.73
organic,43752.99,7984.38,0,51737.37
conventional,383337.54,15791.91,295.5,399424.95
organic,3836.52,761.76,0,4598.28
conventional,115917.06,15223.91,429.01,131569.98
organic,7789.9,2990.04,0,10779.94
conventional,710340.55,78117.51,12569.62,801027.68
organic,19280.85,11299.44,0,30580.29
conventional,180392.49,401464.71,660.86,582518.06
organic,55250.74,401.99,0,55652.73
conventional,245934.2,35880.55,6510.16,288324.91
organic,5610.8,1073.55,0,6684.35
conventional,44153.84,5440.83,9740.72,59335.39
organic,7977.76,11.36,0,7989.12
conventional,1731656.81,454285.31,57619.45,2243561.57
organic,142931.4,26582.4,0,169513.8
conventional,89382.69,13399.2,1472.22,104254.11
organic,27551.29,431.52,0,27982.81
conventional,56287.84,8841.81,1198.88,66328.53
organic,10379.47,0,0,10379.47
conventional,224096.87,813517.63,27.78,1037642.28
organic,29185.7,150,0,29335.7
conventional,121714.77,20362.81,895.14,142972.72
organic,3647.48,1986.37,0,5633.85
conventional,48133.86,88055.8,3.33,136192.99
organic,3191.12,0,0,3191.12
conventional,132765.55,89341.93,87.28,222194.76
organic,9702.49,22.49,0,9724.98
conventional,1420243.5,84173.24,162062.96,1666479.7
organic,50592.96,29.56,0,50622.52
conventional,66745.72,23807.69,1914.66,92468.07
organic,2186.22,1210.69,0,3396.91
conventional,151940.75,331376.94,26.67,483344.36
organic,11129.99,0,0,11129.99
conventional,1463793.37,327964.22,18537.86,1810295.45
organic,164843.25,13481.42,0,178324.67
conventional,134357.33,43535.97,6.67,177899.97
organic,2591.65,1765.68,0,4357.33
conventional,91110.63,50278.51,3476.66,144865.8
organic,917.79,3.33,0,921.12
conventional,443043.71,156998.9,1863.33,601905.94
organic,70265.86,1460.93,0,71726.79
conventional,1074338.89,470390.25,13415.55,1558144.69
organic,228719.51,45983.24,0,274702.75
conventional,27023.92,23353.17,1341.11,51718.2
organic,17620.84,8614.09,0,26234.93
conventional,125555.64,144736.65,33.34,270325.63
organic,10586.67,0,0,10586.67
conventional,142760.6,56689.07,1560,201009.67
organic,29224.44,843.16,0,30067.6
conventional,265237.94,203816.21,4.65,469058.8
organic,14256.85,168.47,0,14425.32
conventional,41218.82,30884.28,0,72103.1
organic,16622.34,0,0,16622.34
conventional,634904.98,136435.06,20201.26,791541.3
organic,46191.87,7461.02,0,53652.89
conventional,168759.88,145008.08,7175.42,320943.38
organic,6140.42,16015,0,22155.42
conventional,142471.73,15458.39,13.33,157943.45
organic,12065.8,2.72,0,12068.52
conventional,136266.79,27790.05,1348.89,165405.73
organic,21115.29,2522.29,0,23637.58
conventional,94462.06,29882.71,1696.67,126041.44
organic,8349.56,2808.94,0,11158.5
conventional,86499.25,1489.52,9657.52,97646.29
organic,7594.96,0,0,7594.96
conventional,224126.56,33111.7,476.67,257714.93
organic,7046.08,0,0,7046.08
conventional,119561.82,2212.78,9411.57,131186.17
organic,24691.55,0,0,24691.55
conventional,119946.99,173064.6,4883.74,297895.33
organic,3509.93,24966.65,4.37,28480.95
conventional,175914.52,35848.3,43.55,211806.37
organic,17692.12,1140.76,0,18832.88
conventional,2374874.97,1395842.3,40981.53,3811698.8
organic,101595.03,31430.17,0,133025.2
conventional,1519996.16,1186322.34,28948.7,2735267.2
organic,85912.52,5032.06,0,90944.58
conventional,20394.04,27147.02,2540.92,50081.98
organic,1674.48,2159.68,0,3834.16
conventional,64202.98,36398.14,10,100611.12
organic,4603.73,210.37,0,4814.1
conventional,14613.02,17794.62,620,33027.64
organic,4031.28,3446.75,0,7478.03
conventional,116470.88,176252.15,33.33,292756.36
organic,9877.77,3.33,0,9881.1
conventional,12490684.42,5873048.32,435820.27,18799553.01
organic,1077389.81,183714.31,5.98,1261110.1
conventional,1582941.14,1774014.64,40659.05,3397614.83
organic,192815.09,53714.34,5.98,246535.41
conventional,233671.93,65916.55,20,299608.48
organic,16168.29,1123.33,0,17291.62
conventional,9637.89,6306.56,900,16844.45
organic,4587.17,0,0,4587.17
conventional,340710.56,74066.4,4536.67,419313.63
organic,9082.56,1885.53,0,10968.09
conventional,336337.74,45994.69,4058.89,386391.32
organic,43861.71,1066.27,0,44927.98
conventional,23450.76,30508.45,298.54,54257.75
organic,1868.67,1519.8,0,3388.47
conventional,114767.57,48708.34,2572.21,166048.12
organic,19066.58,13760.1,0,32826.68
conventional,40364.23,63505.75,1190,105059.98
organic,10296.84,6232.45,0,16529.29
conventional,3129313.94,149619.92,220004.46,3498938.32
organic,148181.62,70.06,0,148251.68
conventional,190493.03,10640.29,6.67,201139.99
organic,12500.94,4.04,0,12504.98
conventional,113865.47,71305.98,7890.3,193061.75
organic,44008.19,656.44,0,44664.63
conventional,255737.2,40280.25,1606.33,297623.78
organic,2971.25,2392.27,0,5363.52
conventional,104428.63,31756.69,951.62,137136.94
organic,5252.04,1009.58,0,6261.62
conventional,605960.84,90775.61,10774.25,707510.7
organic,13451.83,10603.33,0,24055.16
conventional,175793.84,503556.78,643.92,679994.54
organic,34918.79,299.12,0,35217.91
conventional,238630,30288.7,23861.65,292780.35
organic,4720.45,1544.8,0,6265.25
conventional,23429.71,4103.61,37473.26,65006.58
organic,7552.23,0,0,7552.23
conventional,1446699.77,519710.07,134827.77,2101237.61
organic,123240.02,12825.29,0,136065.31
conventional,102275.65,18252.72,517.78,121046.15
organic,18999.18,444.77,0,19443.95
conventional,60353.35,15446.91,1715.56,77515.82
organic,9348.71,70.42,0,9419.13
conventional,289731.16,596232.15,8.89,885972.2
organic,25084.01,106.67,0,25190.68
conventional,107746.9,21819.07,135.39,129701.36
organic,2622.58,1057.09,0,3679.67
conventional,66425.11,109634.32,10,176069.43
organic,3174.44,0,0,3174.44
conventional,118416.02,69375.25,10,187801.27
organic,10116.67,49.26,0,10165.93
conventional,2064371.9,100598.56,158623.49,2323593.95
organic,75060.42,67.91,0,75128.33
conventional,51460.89,28214.48,1432.12,81107.49
organic,1730.04,122.54,0,1852.58
conventional,164567.84,458009.52,10,622587.36
organic,11268.09,0,0,11268.09
conventional,1715741.24,319998.67,26492.19,2062232.1
organic,138427.4,5189.23,0,143616.63
conventional,116654.11,43928.93,17.07,160600.11
organic,1704.88,45.66,0,1750.54
conventional,99126.6,52328.23,3083.34,154538.17
organic,910,0,0,910
conventional,497902.57,248853.39,292.22,747048.18
organic,55549.29,1878.13,0,57427.42
conventional,1184422.08,622262.77,16046.67,1822731.52
organic,204267.99,36710.76,0,240978.75
conventional,26378.46,25484.81,3745.55,55608.82
organic,17412.89,8150.37,0,25563.26
conventional,136822.07,198896.61,6.67,335725.35
organic,8550,0,0,8550
conventional,166254.86,73778.27,1112.22,241145.35
organic,25832.54,564.82,0,26397.36
conventional,259275.38,213407.61,71.7,472754.69
organic,14474.05,128.13,0,14602.18
conventional,49721.49,30864.85,0,80586.34
organic,14618.28,0,0,14618.28
conventional,660394.72,138465.05,16862.89,815722.66
organic,49273.89,6449.08,0,55722.97
conventional,144184.6,292433.65,5144.06,441762.31
organic,3105.41,22549.21,67.55,25722.17
conventional,226740.02,13049.57,13.33,239802.92
organic,12523.13,9.69,0,12532.82
conventional,150832.93,27739.93,5708.88,184281.74
organic,13986.09,1337.32,0,15323.41
conventional,82180.68,27194.82,3597.77,112973.27
organic,6509.85,867.53,0,7377.38
conventional,87236.51,2649.84,12449.79,102336.14
organic,7614.68,0,0,7614.68
conventional,442591.12,35722.73,6.67,478320.52
organic,12876.1,0,0,12876.1
conventional,124311.43,3657.87,13314.89,141284.19
organic,25772.98,0,0,25772.98
conventional,107519.07,274749.35,3620.52,385888.94
organic,3264.4,36304.91,91.95,39661.26
conventional,195336.05,49683.11,14.13,245033.29
organic,13706.27,935.92,0,14642.19
conventional,2204928.84,1117989.15,35474.19,3358392.18
organic,81115.31,28747.64,0,109862.95
conventional,1563726.86,1608758.49,21657.58,3194142.93
organic,74172.83,4271.69,0,78444.52
conventional,16263.75,47423.85,1389.79,65077.39
organic,1279.45,2783.55,0,4063
conventional,58725.55,56103.38,6.67,114835.6
organic,4820.93,12.52,0,4833.45
conventional,14153.9,17283.74,1065.55,32503.19
organic,5335.11,1668.22,0,7003.33
conventional,123222.4,265757.11,6.67,388986.18
organic,7194.45,0,0,7194.45
conventional,13377154.27,6718343.2,501930.02,20597427.49
organic,960590.8,170576.11,167.47,1131334.38
conventional,1471926.86,2241539.1,30564.28,3744030.24
organic,141911.75,76312.37,167.47,218391.59
conventional,234750.75,65596.92,26.67,300374.34
organic,17277.98,1060,0,18337.98
conventional,9962.35,3709.36,30,13701.71
organic,4320.84,5.42,0,4326.26
conventional,289249.51,83366.71,5702.85,378319.07
organic,22910.71,4109.89,0,27020.6
conventional,261858.14,60297.55,46.67,322202.36
organic,38700.58,1700.94,0,40401.52
conventional,16633.85,34430.51,228.9,51293.26
organic,1188.07,1352.29,0,2540.36
conventional,128877.85,43592.93,4.44,172475.22
organic,15369.52,16510.69,0,31880.21
conventional,36203.37,66696.25,6.66,102906.28
organic,5852.69,7810.45,0,13663.14
conventional,2168703.31,147405.4,213729.13,2529837.84
organic,112088.21,402.05,0,112490.26
conventional,111965.21,12402.96,22.71,124390.88
organic,12169.11,102.89,0,12272
conventional,131311.23,71057.88,3840.49,206209.6
organic,36913.33,3.37,0,36916.7
conventional,253405.05,23052.11,5592.36,282049.52
organic,2731.91,4222.64,0,6954.55
conventional,149010.54,27411.77,79.45,176501.76
organic,4714.59,3084.82,0,7799.41
conventional,538299.24,183430.15,6151.86,727881.25
organic,15111.11,10440,0,25551.11
conventional,163310.83,386163.92,620.29,550095.04
organic,32586.93,88.74,0,32675.67
conventional,293604.5,28527.8,3265.44,325397.74
organic,7699.82,549.79,0,8249.61
conventional,29579.82,4358.87,6047.53,39986.22
organic,10653.4,0,0,10653.4
conventional,1720523.61,559696.4,35312.41,2315532.42
organic,119852.59,17430.6,0,137283.19
conventional,122114.98,15727.18,3.33,137845.49
organic,18431.76,425.07,0,18856.83
conventional,64523.67,9072.43,11.11,73607.21
organic,7763.6,164.24,0,7927.84
conventional,349816.65,449016.71,14.45,798847.81
organic,22489.81,80,0,22569.81
conventional,138551.52,24845.52,47.89,163444.93
organic,3323.98,1338.16,0,4662.14
conventional,57232.12,87259.28,0,144491.4
organic,3296.67,0,0,3296.67
conventional,111693.86,112929.59,6.67,224630.12
organic,8949.21,38.76,0,8987.97
conventional,1486032.38,96585.56,154488.27,1737106.21
organic,62289.27,373.13,0,62662.4
conventional,42755.07,38295.29,1528.89,82579.25
organic,1653.71,387.93,0,2041.64
conventional,167339.36,345990.14,26.67,513356.17
organic,9896.67,0,0,9896.67
conventional,1329961.34,398370.32,12900.5,1741232.16
organic,124255.6,11315.28,0,135570.88
conventional,108017.62,53772.93,9.29,161799.84
organic,4195.09,1194.92,0,5390.01
conventional,122823.66,40277.35,2970,166071.01
organic,1087.79,16.67,0,1104.46
conventional,528979.58,133589.35,4.03,662572.96
organic,52068.39,2338.4,0,54406.79
conventional,1288178.14,472314.8,254.6,1760747.54
organic,186731,42320.99,0,229051.99
conventional,31063.53,23173.42,84.44,54321.39
organic,29384.57,6601.2,0,35985.77
conventional,130012.9,152673.59,3.33,282689.82
organic,8493.33,0,0,8493.33
conventional,186624.17,50549.84,3.33,237177.34
organic,23883.96,604.75,0,24488.71
conventional,246661.17,304792.02,13.33,551466.52
organic,13592.09,266.66,0,13858.75
conventional,52913.82,53150.95,0,106064.77
organic,8784.02,0,0,8784.02
conventional,665073.45,136837.58,14257.05,816168.08
organic,45096.65,8219.13,0,53315.78
conventional,84412.3,298645.47,6720.32,389778.09
organic,1538.58,30976.81,0,32515.39
conventional,148287.53,14778.26,16.67,163082.46
organic,11912.79,675.55,0,12588.34
conventional,111016.6,36530.47,177.03,147724.1
organic,10952.76,1636.35,0,12589.11
conventional,68738.35,36671.41,1230,106639.76
organic,5464.12,1578.79,0,7042.91
conventional,82289.07,2768.96,12857.77,97915.8
organic,4464.27,0,0,4464.27
conventional,230812.26,35252.22,11.91,266076.39
organic,7534.86,26.24,0,7561.1
conventional,114608.4,5196.48,12343.79,132148.67
organic,17807.44,0,0,17807.44
conventional,86739.89,249444.42,5650.02,341834.33
organic,16105.55,77238.98,16.1,93360.63
conventional,142168.09,40097.6,386.66,182652.35
organic,16733.06,1710.13,0,18443.19
conventional,2115160.35,1112730.62,24877.4,3252768.37
organic,91476.84,27144.45,0,118621.29
conventional,1410090.3,1231395.18,22451.31,2663936.79
organic,97313.93,8160.76,0,105474.69
conventional,12484.82,41375.13,3097.45,56957.4
organic,601.1,2313.83,0,2914.93
conventional,61860.3,44730.04,6.67,106597.01
organic,2263.33,2475.2,0,4738.53
conventional,18802.16,19910.81,28.89,38741.86
organic,3558.13,2458.16,0,6016.29
conventional,141231.28,163998.91,3.33,305233.52
organic,6902.21,0,0,6902.21
conventional,11981189.57,6380776.16,371047.08,18733012.81
organic,919387.48,243640.21,16.45,1163044.14
conventional,1283499.19,2322025.82,47264.67,3652789.68
organic,142572.61,128646.94,16.45,271236
conventional,219972.14,91509.74,20,311501.88
organic,16891.84,1104.08,0,17995.92
conventional,11886.62,7837.11,3.33,19727.06
organic,2586.42,0,0,2586.42
conventional,289928.56,72499.88,9936.71,372365.15
organic,7466.03,7868.02,0,15334.05
conventional,277121.24,214270.66,53.33,491445.23
organic,41081.45,1202.34,0,42283.79
conventional,16087.8,25186.48,454.48,41728.76
organic,1210,1490.68,0,2700.68
conventional,128376.9,44448.52,3.33,172828.75
organic,13305.97,16696.22,0,30002.19
conventional,48514.93,63781.72,10,112306.65
organic,2716.64,9587.06,0,12303.7
conventional,2092163.31,118575.56,119783.14,2330522.01
organic,118338.28,883.05,0,119221.33
conventional,120580.63,10721.5,10,131312.13
organic,9266.76,0,0,9266.76
conventional,115912.3,80347,46.83,196306.13
organic,32839.34,0,0,32839.34
conventional,186863.25,23801,7944.73,218608.98
organic,1948.57,10814.29,0,12762.86
conventional,117625.22,25784.45,1067.9,144477.57
organic,3326.96,4633.74,0,7960.7
conventional,440247.42,273955.59,237.77,714440.78
organic,19172.13,8600,0,27772.13
conventional,183527.02,311139.91,692.64,495359.57
organic,20573.43,24.6,0,20598.03
conventional,218331.04,31696.09,2825.74,252852.87
organic,6589.01,3147.82,0,9736.83
conventional,31690.75,4287.87,7905.76,43884.38
organic,8325.42,26.74,0,8352.16
conventional,1340542,603358.54,41368.2,1985268.74
organic,96942.15,34211.39,0,131153.54
conventional,112887.92,12734.44,0,125622.36
organic,16944.11,662.85,0,17606.96
conventional,70852.2,13550.84,6.67,84409.71
organic,6356.1,21.5,0,6377.6
conventional,206270.32,607175.97,16.66,813462.95
organic,20810.95,63.33,0,20874.28
conventional,102513.4,23877.97,1836.4,128227.77
organic,2186.81,2957.99,0,5144.8
conventional,43344.7,131749.94,6.67,175101.31
organic,2930,0,0,2930
conventional,102158.88,173960.75,11.49,276131.12
organic,9230.55,21.17,0,9251.72
conventional,1386820.87,73456.16,90014.8,1550291.83
organic,66694.91,818.87,0,67513.78
conventional,43976.21,32914.25,911.38,77801.84
organic,1493.61,1074.91,0,2568.52
conventional,292057.84,420033.18,16.67,712107.69
organic,8906.67,0,0,8906.67
conventional,1355898.31,542513.97,9590.34,1908002.62
organic,107345.85,17326.23,0,124672.08
conventional,115983.15,44020.84,29.7,160033.69
organic,1606.96,1869.57,0,3476.53
conventional,93156.03,59774.86,3990,156920.89
organic,991.11,0,0,991.11
conventional,591110.49,172595.63,6.66,763712.78
organic,55182.22,2447.16,0,57629.38
conventional,1363730,540555.94,61.11,1904347.05
organic,162958.27,46765.8,0,209724.07
conventional,32124.53,28558.28,4.44,60687.25
organic,20332.94,7202.16,0,27535.1
conventional,112939.99,190804.22,13.33,303757.54
organic,8207.77,0,0,8207.77
conventional,188718.16,48658.02,10,237386.18
organic,21100.13,1179.75,0,22279.88
conventional,195381.82,451414.36,33.67,646829.85
organic,11428.67,44.86,0,11473.53
conventional,42511.85,58619.19,0,101131.04
organic,8733.36,0,0,8733.36
conventional,639161.06,218650.13,5232.81,863044
organic,54277.03,7358.24,0,61635.27
conventional,193031.84,148932.48,3245.81,345210.13
organic,2597.96,24004.43,0,26602.39
conventional,151028.5,16351.48,0,167379.98
organic,9250.87,55.48,0,9306.35
conventional,113948.84,34958.31,20,148927.15
organic,9356.21,2646.28,0,12002.49
conventional,69740.73,33704.57,823.33,104268.63
organic,4007.93,3555.51,0,7563.44
conventional,84282.89,6426.67,6274.41,96983.97
organic,7662.27,0,0,7662.27
conventional,214768.22,21567.21,28.12,236363.55
organic,5592.49,53.42,0,5645.91
conventional,138903.48,4712.16,4710.31,148325.95
organic,16229.17,0,0,16229.17
conventional,109677,137760.36,1656,249093.36
organic,12967.99,72499.22,2.94,85470.15
conventional,160633.05,47470.04,3182.79,211285.88
organic,15893.14,1826.89,0,17720.03
conventional,1648614.43,1555802.8,2009.05,3206426.28
organic,91059.24,22482.89,0,113542.13
conventional,1478355.99,1577506.94,37082.77,3092945.7
organic,68689.76,14548.16,0,83237.92
conventional,19937.93,22790.71,475.82,43204.46
organic,1494.86,2010.56,0,3505.42
conventional,60301.99,57673.13,3.33,117978.45
organic,2769.57,261.24,0,3030.81
conventional,17830.37,23155.94,10,40996.31
organic,2131.05,2655.62,0,4786.67
conventional,107858.09,258923.56,23.33,366804.98
organic,7807.77,0,0,7807.77
conventional,11327599.95,7451904.67,227779.74,19007284.36
organic,817535.18,256647.32,4.5,1074187
conventional,1409134.81,2294940.74,12652.33,3716727.88
organic,117924.6,113071.54,4.5,231000.64
conventional,228560.18,143883.91,100,372544.09
organic,14421.75,825.93,0,15247.68
conventional,9030.87,5787.42,3.33,14821.62
organic,2494.19,0,0,2494.19
conventional,331119.81,80696.4,9320.95,421137.16
organic,7270.93,5176.7,0,12447.63
conventional,346838.58,86139.09,13.33,432991
organic,42537.05,1913.92,0,44450.97
conventional,18073.49,40378.29,379.86,58831.64
organic,1263.33,1911.93,4.33,3179.59
conventional,123623.66,47426.16,13.33,171063.15
organic,12978.41,15618.08,0,28596.49
conventional,37284.65,78826.02,6.67,116117.34
organic,4776.63,8139.89,0,12916.52
conventional,2861199.73,189236.17,199830.03,3250265.93
organic,109077.93,457.62,0,109535.55
conventional,176464.65,7127.21,4.69,183596.55
organic,11085.62,0,0,11085.62
conventional,124512.16,81413.14,11765.59,217690.89
organic,33958.84,0,0,33958.84
conventional,137459.38,30466.14,1217.53,169143.05
organic,2085.19,3339.17,0,5424.36
conventional,91672.61,38788.55,714.76,131175.92
organic,3046.85,1115.08,0,4161.93
conventional,558147.18,215256.92,82.74,773486.84
organic,22348.54,8713.33,0,31061.87
conventional,177443.75,584070.54,724.67,762238.96
organic,28236.46,20.63,0,28257.09
conventional,199381.78,30225.39,18744.59,248351.76
organic,6519.2,3409.09,0,9928.29
conventional,22313.14,6180.78,25188.76,53682.68
organic,6256.13,73.59,0,6329.72
conventional,1221982.04,597170.85,109239.98,1928392.87
organic,102507.17,18593.31,0,121100.48
conventional,117204.17,10259.18,3.33,127466.68
organic,17207.05,1252.19,0,18459.24
conventional,60593.23,13662.93,10,74266.16
organic,6108.03,3.08,0,6111.11
conventional,245586.05,530457.58,4527.17,780570.8
organic,23033.02,70,0,23103.02
conventional,96447.83,23327.5,377.97,120153.3
organic,2548.69,3253.78,0,5802.47
conventional,50669.51,95843.76,16.67,146529.94
organic,2786.66,0,0,2786.66
conventional,105046.56,138609.79,317.51,243973.86
organic,14960.12,10.36,0,14970.48
conventional,1932636.69,107538.18,167114.54,2207289.41
organic,61500.21,406.49,0,61906.7
conventional,74047,33635.33,117.1,107799.43
organic,1519.82,791.37,0,2311.19
conventional,173329.31,409532.92,16.67,582878.9
organic,9252.22,0,0,9252.22
conventional,1779370.04,411193.37,1094.23,2191657.64
organic,119610.48,14304.98,0,133915.46
conventional,138395.66,49553.93,12.5,187962.09
organic,1798.78,1890.94,0,3689.72
