average_price,plu_4046,plu_4225,plu_4770,geography
1.32,296.27,255,0,Harrisburg/Scranton
1.43,6721.29,266775.6,487.58,Hartford/Springfield
1.84,59.67,2839.94,0,Hartford/Springfield
0.73,541332.95,186915.49,4530.73,Houston
1.65,4431.87,136.73,0,Houston
1.04,32683.09,44077.08,4960.17,Indianapolis
1.34,222.87,1130.37,0,Indianapolis
0.8,159771.1,14134.13,1044.68,Jacksonville
1.61,121.52,768.36,0,Jacksonville
1.17,59076.65,83135.96,6610.2,Las Vegas
1.6,2292,1962.35,0,Las Vegas
1,928729.95,546875.56,67959.66,Los Angeles
1.57,21997.13,24466.68,0,Los Angeles
1.11,23766.55,16812.87,186.55,Louisville
1.37,2.64,1114.39,0,Louisville
0.78,765042.42,83127.24,5007.16,Miami/Ft. Lauderdale
1.4,927.61,58.83,0,Miami/Ft. Lauderdale
1.06,833905.01,1062441.79,30554.45,Midsouth
1.39,2239.02,30763.16,271.21,Midsouth
0.93,111385.66,8986.55,341.71,Nashville
1.57,106.53,2017.8,0,Nashville
1.06,151637.88,21278.45,1058,New Orleans/Mobile
1.65,658.02,105.11,0,New Orleans/Mobile
1.36,45717.88,1414788.29,6532,New York
1.74,11132.02,10949.6,10.16,New York
1.31,214826.1,3295866.09,13719.87,Northeast
1.53,16748.47,24874.39,8.8,Northeast
1.22,8718.9,295441.17,745.36,Northern New England
1.48,0,4197.25,0,Northern New England
0.81,396080.49,32376.83,4329.16,Orlando
1.58,318.49,1022.81,0,Orlando
1.27,25230.5,336304.76,3992.64,Philadelphia
1.48,2128.02,2810.98,0,Philadelphia
0.83,430550.47,234151.93,14098.27,Phoenix/Tucson
1.36,3176.45,3882.06,0,Phoenix/Tucson
1.25,31035.68,15851.82,1313.71,Pittsburgh
1.32,1017.53,5.48,0,Pittsburgh
1.1,708053.86,529881,17794.85,Plains
1.32,3015.03,4525.57,14.05,Plains
1.03,59936.34,258156.56,13500.14,Portland
1.66,791.96,11998.95,0,Portland
0.93,93639.27,96531.84,5735.88,Raleigh/Greensboro
1.48,48.33,4316.76,51.33,Raleigh/Greensboro
1.01,66669.71,58356.82,1745.57,Richmond/Norfolk
1.18,41.95,2531.39,21.51,Richmond/Norfolk
1.07,38851.92,31981.81,134.1,Roanoke
1.3,238.88,1188.78,0,Roanoke
1.06,162407.14,316245.25,1429.06,Sacramento
1.76,2055.46,2930.21,2.8,Sacramento
1.08,115204.1,215786.97,14735.87,San Diego
1.6,4591.89,8982.29,0,San Diego
1.39,311270.74,439915.74,6055.67,San Francisco
2.05,9043.39,8930.32,0,San Francisco
1.28,100475.97,165774.49,5763.3,Seattle
1.52,1197.95,40650.42,17.43,Seattle
0.89,228992.9,46690,2321.86,South Carolina
1.35,96.87,3533.22,59.06,South Carolina
0.77,2796469.47,974683.86,30916.05,South Central
1.45,21364.43,3659.19,0,South Central
0.83,3298712.7,364928.82,22280.24,Southeast
1.52,2763.13,16408.71,77.3,Southeast
1.11,22239.81,24818.56,118.19,Spokane
1.85,273.59,1963.3,0,Spokane
0.99,114286.32,10694.61,636.58,St. Louis
1.63,643.68,1371.44,8.57,St. Louis
1.16,2819.1,35980.49,65,Syracuse
1.22,87.4,184.5,0,Syracuse
0.81,425156.22,43555.76,2164.42,Tampa
1.52,159.86,679.85,0,Tampa
1.01,12142265.3,10845124.43,549490.79,Total U.S.
1.5,120534.75,246729.25,511.89,Total U.S.
1.03,1547694.44,1529636.75,117721.82,West
1.52,27659.85,80262.74,137.32,West
0.91,298031.45,106597.31,38616.73,West Tex/New Mexico
1.52,4021.17,2006.67,0,West Tex/New Mexico
1.31,4021.46,69760.39,112,Albany
1.61,33.7,647.73,0,Albany
0.91,290875.55,31476.18,2000.78,Atlanta
1.53,188.02,4661.62,0,Atlanta
1.35,105404.28,399167.02,7781.22,Baltimore/Washington
1.4,887.24,3873.33,23.18,Baltimore/Washington
1.19,32943.78,6208.83,8069.59,Boise
1.89,3,1302.09,0,Boise
1.45,9568.69,437188.03,1805.5,Boston
1.58,111.92,1571.74,0,Boston
1.13,8590.13,64468.66,166.94,Buffalo/Rochester
1.2,386.99,192.16,0,Buffalo/Rochester
1.11,1931281.87,1761347.26,111659.98,California
1.68,39753.26,69630.9,19.31,California
1.13,73961.3,65958.37,5903.26,Charlotte
1.45,46.3,4085.32,88.74,Charlotte
1.33,189298.45,276160.54,64290.83,Chicago
1.57,402.23,11557.28,0,Chicago
0.99,61872.78,18828.87,8157.13,Cincinnati/Dayton
1.55,129.56,2769.06,0,Cincinnati/Dayton
1.03,49201.19,20682.62,1805.08,Columbus
1.36,480.42,1267.97,0,Columbus
0.67,710321.39,233612.34,10501.44,Dallas/Ft. Worth
1.37,6978.16,837.03,0,Dallas/Ft. Worth
1,112356.36,259651.36,12357.39,Denver
1.51,10014.05,1140.03,83.68,Denver
1.1,99119.43,42550.91,28272.56,Detroit
1.3,828.55,1969.18,0,Detroit
1.54,3197.44,64787.27,24070.01,Grand Rapids
1.29,72.91,1702.12,0,Grand Rapids
1.12,768637.26,830653.69,188853.18,Great Lakes
1.36,4672.67,27682.82,9.87,Great Lakes
1.04,47553.51,125735.8,405.29,Harrisburg/Scranton
1.29,315.19,201.74,0,Harrisburg/Scranton
1.42,6466.43,227804.62,565.28,Hartford/Springfield
1.88,892.97,2357.86,0,Hartford/Springfield
0.73,504380.55,305975.36,7753.76,Houston
1.46,4981.44,53.01,0,Houston
1.05,34884.79,35912.19,4928.97,Indianapolis
1.26,244.13,990.37,0,Indianapolis
0.94,148994.3,12029.13,706.09,Jacksonville
1.64,99.58,782.7,15.92,Jacksonville
1.19,60912.26,72532.07,7614.05,Las Vegas
1.58,2348.21,1930.46,0,Las Vegas
1,893172.68,370900.1,72123.76,Los Angeles
1.53,19373.07,32978.81,1.64,Los Angeles
0.94,33632.09,14431.26,117.39,Louisville
1.31,0,1106.89,0,Louisville
0.96,632152.18,68447.04,3681.68,Miami/Ft. Lauderdale
1.38,892.49,43.19,0,Miami/Ft. Lauderdale
1.08,934451.3,979460.03,29614.94,Midsouth
1.41,2508.43,31804.63,281.34,Midsouth
0.9,125715.26,7900.91,332.39,Nashville
1.52,107.31,2087.12,0,Nashville
1.01,166333.37,17824.07,1097,New Orleans/Mobile
1.61,817.66,114.13,0,New Orleans/Mobile
1.37,58281.36,965160.82,7958.55,New York
1.8,11800.21,10145.59,5.67,New York
1.27,287610.29,2770949.29,16885.28,Northeast
1.56,19900.02,23668.02,8.44,Northeast
1.32,10003.82,334406.86,428.97,Northern New England
1.48,0,3761.42,0,Northern New England
0.96,334849.13,27825.64,3260.1,Orlando
1.52,124.48,709.81,0,Orlando
1.1,34974.09,282862.23,1616.28,Philadelphia
1.46,2316.68,3089.56,0,Philadelphia
0.73,525003.4,326593.48,16824.2,Phoenix/Tucson
1.33,3705.71,3717.97,0,Phoenix/Tucson
0.74,75213.32,23542.61,3322.82,Pittsburgh
1.32,1156.56,7.28,0,Pittsburgh
0.91,1128012.19,481241.53,18438.4,Plains
1.34,3248.07,4373.86,0,Plains
1.06,59807.37,305227.97,14317.76,Portland
1.71,1082.64,13539.95,0,Portland
1.1,90242.06,110047.79,6508.95,Raleigh/Greensboro
1.57,28.21,4280.13,64.35,Raleigh/Greensboro
0.99,81350.22,60797.74,1887.47,Richmond/Norfolk
1.2,47.32,2667.43,22.83,Richmond/Norfolk
0.91,49014.26,31402.96,146.74,Roanoke
1.3,263.91,1183.78,0,Roanoke
1.08,146061.49,293043.17,1429.06,Sacramento
1.84,2040.18,3045.07,5.61,Sacramento
1.13,100093.84,145311.85,16790.03,San Diego
1.6,3951.1,10808.77,0,San Diego
1.42,290884.62,401951.34,6488.43,San Francisco
2.26,9680.78,8616.07,7.52,San Francisco
1.38,81806.7,161525.75,2392.01,Seattle
1.55,1158.99,36687.18,5.37,Seattle
0.99,218584.7,42598.33,2572.4,South Carolina
1.33,53.24,3987.78,60.48,South Carolina
0.77,2787940.85,1198478.67,36555.11,South Central
1.43,27019.39,5174.79,0,South Central
0.95,2925805.59,313827.02,18784.62,Southeast
1.48,2083.61,16536.4,87.41,Southeast
1.22,18721.01,22379.42,148.29,Spokane
1.92,217.07,2577.69,0,Spokane
1.14,84595.91,10502.77,506.58,St. Louis
1.67,1023.85,1718.41,6.73,St. Louis
1.15,3982.03,37165.06,94,Syracuse
1.26,87.32,169.9,0,Syracuse
0.95,362383.92,38697.85,1681.69,Tampa
1.49,152.99,521.23,0,Tampa
1.01,12420772.32,10192035.49,528277.9,Total U.S.
1.5,133539.46,257419.27,539.39,Total U.S.
1.01,1657032.96,1856078.01,107486.4,West
1.56,34354.01,78547.85,133.02,West
0.91,300410.93,128309.43,17547.92,West Tex/New Mexico
1.57,3895.81,2292.3,0,West Tex/New Mexico
1.29,4133.9,82075.47,132,Albany
1.59,23.94,550.59,0,Albany
0.94,268965.55,26762.72,1907.38,Atlanta
1.55,239.93,4665.19,0,Atlanta
1.4,92447.52,400208.63,8816.75,Baltimore/Washington
1.45,807.07,4254.01,29.64,Baltimore/Washington
1.28,30601.29,4255.08,10106.16,Boise
1.85,0,938.15,0,Boise
1.45,10379.89,438191.98,1936.94,Boston
1.62,59.82,6955.23,0,Boston
1.12,11100.48,65526.17,193.38,Buffalo/Rochester
1.22,417.2,75.33,0,Buffalo/Rochester
1.02,1988282.17,2492369.81,106469.95,California
1.76,40406.3,67084.23,3.23,California
1.15,84129.73,73206.42,6463.83,Charlotte
1.62,40.47,4205.57,73.55,Charlotte
1.17,170891.04,427924.85,61050.52,Chicago
1.57,417.13,11672.11,0,Chicago
0.85,86827.41,25678.65,9295.59,Cincinnati/Dayton
1.52,99.17,2621.78,0,Cincinnati/Dayton
0.89,67120.52,25273.15,3296.26,Columbus
1.47,625.32,1146.31,0,Columbus
0.66,848349.86,166270.1,9858.09,Dallas/Ft. Worth
1.19,7051.49,683.85,0,Dallas/Ft. Worth
1.16,129162.89,168063.44,16089.82,Denver
1.22,15306.51,1887.05,66.28,Denver
0.95,134162.33,47282.77,50581.09,Detroit
1.44,630.06,2067.42,0,Detroit
1.48,3980.88,62416.4,46250.54,Grand Rapids
1.08,17.91,1176.18,0,Grand Rapids
1.02,953346.09,1035299.73,273713.81,Great Lakes
1.39,4305.22,26419.89,0,Great Lakes
1.03,54232.41,156650.55,353.01,Harrisburg/Scranton
1.26,222.92,283.45,0,Harrisburg/Scranton
1.44,7969.04,235653.6,570.16,Hartford/Springfield
1.88,167.63,5905.87,5.78,Hartford/Springfield
0.67,781599.89,117461.62,4056.83,Houston
1.27,6799.21,32.09,0,Houston
0.83,62928.49,46310.04,6904.86,Indianapolis
1.33,233.83,883.01,0,Indianapolis
1.23,84019.9,7245.48,690.54,Jacksonville
1.7,210.04,1032.85,6.65,Jacksonville
0.99,62877.99,110859.51,5415.2,Las Vegas
1.36,2271.01,1599.43,0,Las Vegas
1.03,905091.58,386725.61,68754.64,Los Angeles
1.64,19123.6,30757.63,0,Los Angeles
0.98,30902.61,17053.24,174.22,Louisville
1.46,1.32,1220.69,0,Louisville
1.25,394840.51,39803.4,4307.99,Miami/Ft. Lauderdale
1.41,1074.31,72.03,0,Miami/Ft. Lauderdale
1.1,981575.48,1011959.12,31483,Midsouth
1.51,2678.76,32515.52,260.61,Midsouth
0.96,103993.39,8913.59,338.95,Nashville
1.54,129.08,2108.75,0,Nashville
1.16,150325.09,15447.27,1038,New Orleans/Mobile
1.71,594.6,104.84,0,New Orleans/Mobile
1.37,45978.69,914160.73,8025.49,New York
1.71,11529.02,14404.18,23.73,New York
1.3,239401.98,2847120.15,15361.81,Northeast
1.55,17544.88,37298.52,27.03,Northeast
1.31,11359.28,400296.28,365.18,Northern New England
1.52,0,3273.75,0,Northern New England
1.21,214801.1,17486.54,3502.19,Orlando
1.53,150.97,725.53,0,Orlando
1.2,28863.58,276220.08,1649.67,Philadelphia
1.4,2131.37,3048.59,0,Philadelphia
0.69,574135.94,258244.86,11796.74,Phoenix/Tucson
1.26,4049.83,3012.96,0,Phoenix/Tucson
1.26,30628.75,17509.17,1481.38,Pittsburgh
1.34,1017.07,18.35,0,Pittsburgh
0.76,1605335.4,394195.86,20081.56,Plains
1.27,7040.74,4826.7,9.18,Plains
1.19,63255.26,227375.47,13296.37,Portland
1.72,820.74,8106.18,0,Portland
1.11,104173.42,112331.21,6785.29,Raleigh/Greensboro
1.9,29.01,4418.28,60.74,Raleigh/Greensboro
0.96,92889.73,66474.54,1722.36,Richmond/Norfolk
1.3,23.2,2893.97,13.47,Richmond/Norfolk
0.87,61600.03,37045.54,136.89,Roanoke
1.39,295.54,1289.14,0,Roanoke
1.1,130946.23,313302.31,1611.36,Sacramento
1.78,2205.93,2728.45,0,Sacramento
1.16,122710.84,157014.96,14771.18,San Diego
1.68,3937.73,10891.39,0,San Diego
0.96,285432.07,821576.6,7064.69,San Francisco
2.31,9691.54,8371.46,0,San Francisco
1.44,95254.4,119853.21,1444.14,Seattle
2.16,1524.08,21102.82,6.75,Seattle
1.08,192751.27,42861.9,2766.99,South Carolina
1.34,107.91,4337.47,47.74,South Carolina
0.72,3661455.42,846552.39,30330.81,South Central
1.27,30351.31,4925.98,0,South Central
1.13,2104199.78,224360.78,20032.33,Southeast
1.51,2620.43,17988.42,73.02,Southeast
1.32,20045.32,20767.07,79.44,Spokane
1.85,185.33,1899.6,0,Spokane
1.08,89291.85,9791.77,634.62,St. Louis
1.44,3239.04,1457.42,6.04,St. Louis
1.17,4305.13,39442.91,71,Syracuse
1.26,56.54,152.67,0,Syracuse
1.22,232456.65,20881.64,1830.53,Tampa
1.54,136.55,670.58,0,Tampa
1,13355863.68,10385141.1,603032.8,Total U.S.
1.49,147086.46,251477.54,559.52,Total U.S.
1.02,1822267.36,1533283.26,105559.53,West
1.49,42138.83,60418.29,186.43,West
0.83,353930.07,147869.96,10770.19,West Tex/New Mexico
1.31,3782.36,14176.8,156.93,West Tex/New Mexico
1.33,4024.91,74530.06,81,Albany
1.4,1902.96,594.36,0,Albany
1.03,213504.99,27104.44,1262.54,Atlanta
1.65,228.5,4189.1,0,Atlanta
1.44,71571.62,351450.91,5949.38,Baltimore/Washington
1.55,873.79,10799.15,27,Baltimore/Washington
1.39,25056.06,3387.42,8667.48,Boise
1.83,1,734.24,0,Boise
1.47,9356.91,429840.18,1613.71,Boston
1.62,80.76,11360.11,0,Boston
1.16,9540.71,58570.94,112.73,Buffalo/Rochester
1.19,368.1,142.6,0,Buffalo/Rochester
1.33,1538925.65,1135169.73,101655.83,California
1.88,36663.61,70582.79,0,California
1.2,67819.91,52752.34,4105.05,Charlotte
1.76,35.98,4764.17,99.62,Charlotte
1.52,109791.95,240243.18,60740.24,Chicago
1.62,462.26,9932.96,0,Chicago
0.99,67518.01,17779.22,8566.79,Cincinnati/Dayton
1.58,123.89,2472.07,0,Cincinnati/Dayton
0.91,59461.2,18736.45,2686.3,Columbus
1.54,458.18,1020.44,0,Columbus
0.71,655676.32,95361.47,3983.06,Dallas/Ft. Worth
1.24,5814.66,354.62,0,Dallas/Ft. Worth
1.29,96226.69,132517.35,14909.76,Denver
1.24,15951.7,1660.3,52.21,Denver
1,108064.62,36480.86,37945.86,Detroit
1.42,548.34,2514.32,0,Detroit
1.74,3165.97,46270.32,29569.98,Grand Rapids
1.05,5.98,1323.73,0,Grand Rapids
1.15,713207.18,698010.13,214269.27,Great Lakes
1.4,4453.97,23801.87,0,Great Lakes
1.04,48119.97,132300.57,243.73,Harrisburg/Scranton
1.24,625.87,461.32,4.15,Harrisburg/Scranton
1.46,7251.43,202526.27,365.8,Hartford/Springfield
1.67,778.11,13829.03,0,Hartford/Springfield
0.68,517651.71,52859.26,1596.24,Houston
1.34,5505.49,19.26,0,Houston
0.88,50480.64,32807.62,6283.03,Indianapolis
1.32,312.55,771.38,0,Indianapolis
1.14,90058.74,8033.83,515.92,Jacksonville
1.7,161.74,841.21,7.99,Jacksonville
1.09,41955.35,86005.48,3796.84,Las Vegas
1.4,2143.68,1252.78,0,Las Vegas
1.19,821159.64,291192.28,65509.91,Los Angeles
1.76,14389.05,23731.52,0,Los Angeles
1.14,21190.98,15549.91,86.94,Louisville
1.58,1.32,1039.62,0,Louisville
1.16,424012.59,42152.03,3261.33,Miami/Ft. Lauderdale
1.45,668.78,53.28,0,Miami/Ft. Lauderdale
1.2,727779.63,839124.01,22106.97,Midsouth
1.64,2694.66,38774.54,355.47,Midsouth
1.02,85534.16,8109.36,456.46,Nashville
1.76,148.73,1778.45,0,Nashville
1.12,129235.96,11435.98,736,New Orleans/Mobile
1.72,681.89,176.96,0,New Orleans/Mobile
1.42,43488.53,724442.41,5867.38,New York
1.41,68104.85,62676.26,107.54,New York
1.34,219350.04,2462551.49,11658.11,Northeast
1.42,88987.16,108656.67,98.34,Northeast
1.31,10217.8,366648.03,243.5,Northern New England
1.53,0,3820.44,0,Northern New England
1.14,225957.21,17902.91,2163,Orlando
1.65,287.61,1142.31,0,Orlando
1.25,24649.21,229154.18,1406.99,Philadelphia
1.32,10813.95,9507.74,0,Philadelphia
0.88,195526.47,199913.09,8135.57,Phoenix/Tucson
1.45,3806.86,4585.77,0,Phoenix/Tucson
1.23,28557.01,15667.66,1259.45,Pittsburgh
1.39,1121.4,45.05,0,Pittsburgh
1.12,744316.41,334230.41,16897.84,Plains
1.33,10796.06,3658.73,0,Plains
1.29,62736.59,160274.46,15899.54,Portland
1.79,847.41,8458.03,0,Portland
1.2,81794.59,76025.15,4418.57,Raleigh/Greensboro
2.01,43.37,4687.71,66.45,Raleigh/Greensboro
1.06,62125.44,59956.04,1276.23,Richmond/Norfolk
1.4,27.18,2473.95,21.49,Richmond/Norfolk
1.03,35720.14,30005.79,100.7,Roanoke
1.55,218.15,1086.52,0,Roanoke
1.64,92831.93,151462.21,1428.85,Sacramento
1.92,3180.35,5477.13,0,Sacramento
1.43,103371.32,115167.6,16088.8,San Diego
2.07,2284.08,9243.37,0,San Diego
1.52,184459.33,232696.76,5599.46,San Francisco
1.99,9818.37,12276.29,0,San Francisco
1.53,75984.95,88941.56,1250.43,Seattle
2.41,1408.82,20875.42,9.5,Seattle
1.13,161876.38,41842.6,2214.83,South Carolina
1.34,70.99,3961.83,46.34,South Carolina
0.77,2701931.09,450517.65,15432.58,South Central
1.32,23686.3,2950.89,0,South Central
1.12,2038558.61,233574.06,14623.42,Southeast
1.55,2444.69,17759.5,67.1,Southeast
1.45,17374.45,16927.3,661.57,Spokane
2.02,150.12,1379.78,0,Spokane
1.36,64034.05,5916.09,592.63,St. Louis
1.56,5589.54,948.89,0,St. Louis
1.19,3846.96,34655.84,84,Syracuse
1.22,78.23,160.22,0,Syracuse
1.13,243828.43,23177.26,1369.23,Tampa
1.52,220.91,1231.73,0,Tampa
1.14,9719228.92,7271528.37,497404.35,Total U.S.
1.54,212734.08,323987.85,625.41,Total U.S.
1.18,1035160.31,1118350.89,100760.32,West
1.61,43007.63,57802.88,104.49,West
0.91,245533.66,110258.65,7475.48,West Tex/New Mexico
1.54,3902.14,5072.04,59.32,West Tex/New Mexico
1.53,2911.87,58920.58,105,Albany
1.46,54.3,207.08,0,Albany
1.08,195607.53,28770.91,716.07,Atlanta
1.73,139.58,3746.11,0,Atlanta
1.53,50329.41,338537.96,5490.31,Baltimore/Washington
1.66,973.57,6819.95,53.89,Baltimore/Washington
1.5,21876.46,2805.15,10248.82,Boise
1.93,0,1074.07,0,Boise
1.67,10492.06,295385.75,1574.07,Boston
1.62,86.25,5659.52,0,Boston
1.63,11508.76,48937.58,103.29,Buffalo/Rochester
1.38,363.79,90.37,0,Buffalo/Rochester
1.57,972218.09,1137343.19,95048.53,California
1.86,22221.21,78266.16,0,California
1.21,51034.45,45632.34,3522.61,Charlotte
1.75,15.09,3968.23,42.53,Charlotte
1.62,89077.71,207276.47,31951.78,Chicago
1.69,252.37,7893.19,0,Chicago
1.03,43444.44,13984.16,6117.56,Cincinnati/Dayton
1.64,130.5,3158.84,0,Cincinnati/Dayton
1.03,44642.27,16197.79,1122.28,Columbus
1.6,450.78,1298.26,0,Columbus
0.74,537051.22,85111.71,3065.47,Dallas/Ft. Worth
1.37,4203.4,138.26,0,Dallas/Ft. Worth
1.32,81099.6,116431.13,14338.21,Denver
1.48,26908.83,1121.43,50.23,Denver
1.18,77944.32,33995.37,22709.95,Detroit
1.53,615.9,3117.44,0,Detroit
1.95,3650.47,37399.17,20711.54,Grand Rapids
1.16,66.19,976.36,0,Grand Rapids
1.27,513080.71,569814.9,134119.74,Great Lakes
1.48,4970.74,23523.23,1.65,Great Lakes
1.1,32148.83,137382.75,305.02,Harrisburg/Scranton
1.31,184.63,274.02,0,Harrisburg/Scranton
1.47,5260.28,145936.71,359.15,Hartford/Springfield
1.96,49.88,4313.14,0,Hartford/Springfield
0.93,276615.3,91420.41,1895.34,Houston
1.53,3158.97,32.11,0,Houston
1.05,25083.07,19738.28,3638.54,Indianapolis
1.44,448.16,808.83,0,Indianapolis
1.17,73259.83,13506.97,494.99,Jacksonville
1.65,3.33,114.22,5.31,Jacksonville
1.25,42147.94,54314.58,5699.98,Las Vegas
1.64,3147.16,989.6,0,Las Vegas
1.41,518699.12,265147.5,65262.29,Los Angeles
1.67,9612,18787.08,0,Los Angeles
1.15,19466.95,12092.2,87.17,Louisville
1.51,0,1194.77,0,Louisville
1.18,325022.95,52759.51,2067.35,Miami/Ft. Lauderdale
1.38,772.98,2.88,0,Miami/Ft. Lauderdale
1.24,557939.46,781684.21,19541.55,Midsouth
1.66,3085.93,32091.76,319.05,Midsouth
1.01,76140.23,7162.61,303.8,Nashville
1.73,162.01,1609.89,0,Nashville
1.17,95769.16,12577.88,382.47,New Orleans/Mobile
1.47,129.67,0,0,New Orleans/Mobile
1.46,33270.46,366510.85,5451.51,New York
2.08,14174.3,13406.5,2.03,New York
1.42,196349.6,1719470.08,11763.55,Northeast
1.74,19815.57,31667.96,1.77,Northeast
1.42,7913.02,258710.1,226.07,Northern New England
1.47,0,2610.55,0,Northern New England
1.15,176489.2,24104.63,1700.16,Orlando
1.39,19.13,16.54,0,Orlando
1.3,17747.07,192674.19,1259.24,Philadelphia
1.61,2378.07,3326.07,0,Philadelphia
0.98,191889.68,128518.26,10945.98,Phoenix/Tucson
1.57,4209.99,6074.58,0,Phoenix/Tucson
0.98,48797.93,16533.02,2056.27,Pittsburgh
1.38,1129.45,5.3,0,Pittsburgh
1.29,544365.67,248602.79,14336.15,Plains
1.5,10061.69,2669.29,0,Plains
1.25,39676.21,143321.97,9380.72,Portland
1.75,1094.34,9663.44,0,Portland
1.25,57410.14,64637.07,3894.77,Raleigh/Greensboro
1.99,14.33,4406.44,66.87,Raleigh/Greensboro
1.09,44945.94,58628.64,1321.27,Richmond/Norfolk
1.44,15.38,2304.51,21.79,Richmond/Norfolk
1.03,28083.08,30765.84,132.14,Roanoke
1.45,226.43,820.19,0,Roanoke
1.72,59605.32,138291.67,1800.84,Sacramento
2.05,2969.48,17339.69,0,Sacramento
1.62,73583.41,101082.71,13133.52,San Diego
2.19,264.21,5866.86,0,San Diego
1.92,101620.78,290155.42,4269.64,San Francisco
2.02,3282.03,11937.16,0,San Francisco
1.47,49446.38,52716.52,3052.02,Seattle
1.95,843.85,9943.86,4.07,Seattle
1.16,126676.65,44481.64,1541.06,South Carolina
1.32,132.84,3566.19,23.84,South Carolina
0.88,1884976.15,449113.9,16114.41,South Central
1.44,15235.58,2258.25,0,South Central
1.14,1621940.33,274427.21,10117.6,Southeast
1.51,1736.8,11523.64,37.93,Southeast
1.32,15013.74,11572.28,301.7,Spokane
2.66,270.41,2633.21,0,Spokane
1.6,41870.69,8727.73,653.66,St. Louis
1.73,6161.3,575.54,0,St. Louis
1.64,2650.42,28647.08,101.12,Syracuse
1.36,96.83,110.36,0,Syracuse
1.17,205606.51,21934.07,1006.89,Tampa
1.24,52.13,25.74,0,Tampa
1.25,7140335.3,6021450.19,402865.82,Total U.S.
1.66,140817.14,232897.58,449.83,Total U.S.
1.24,849465.3,840993.9,101824.28,West
1.73,63689.62,50897.28,89.43,West
1.11,156956.61,80623.2,11368.77,West Tex/New Mexico
1.6,4906.97,1655.35,0,West Tex/New Mexico
1.53,3182.38,60889.15,85.52,Albany
1.4,23.8,444.75,0,Albany
1.07,249111.91,30272.99,2042.89,Atlanta
1.73,194.84,4103.36,0,Atlanta
1.55,54750.49,334117.78,5965.76,Baltimore/Washington
1.37,758.27,4692.16,19.09,Baltimore/Washington
1.45,32320.71,2270.25,9130.24,Boise
1.84,0,989.31,0,Boise
1.61,17216.67,281159.07,1457.1,Boston
1.53,163.27,1654.34,0,Boston
1.37,22408.86,48588.95,151.84,Buffalo/Rochester
1.31,392.95,147.31,0,Buffalo/Rochester
1.47,1377730.39,1319653.21,103954.88,California
2.19,27341.97,72172.43,16.06,California
1.24,65488.4,46672.53,4708.64,Charlotte
1.84,43.84,4874.54,73.89,Charlotte
1.68,94049.69,235515.83,49493.34,Chicago
1.55,356.24,8279.03,0,Chicago
0.96,51785.33,17363.91,9011.72,Cincinnati/Dayton
1.59,111.97,3656.17,0,Cincinnati/Dayton
1.08,49700.08,17679.36,2619.53,Columbus
1.46,456.6,1463.04,0,Columbus
0.77,536534.66,222393.71,11708.17,Dallas/Ft. Worth
1.37,4096.6,89.18,0,Dallas/Ft. Worth
1.18,131181.83,208491,15709.04,Denver
1.46,19539.6,1247.85,95.9,Denver
1.22,88437.26,35430.3,33057.11,Detroit
1.37,538.56,3335.84,0,Detroit
1.83,2767.48,57096.6,27756.88,Grand Rapids
1.27,26.89,1351.38,0,Grand Rapids
1.33,556927.59,680604.27,187797.62,Great Lakes
1.36,4104.34,26960.91,52.5,Great Lakes
1.2,40462.54,105998.7,163.61,Harrisburg/Scranton
1.26,206.72,182.76,0,Harrisburg/Scranton
1.45,5320.45,169247.99,407.79,Hartford/Springfield
1.88,83.43,4367,1.42,Hartford/Springfield
0.81,511640.54,258604.03,8216.53,Houston
1.57,3764.49,55.68,0,Houston
1.18,29941.08,29560.06,5353.87,Indianapolis
1.37,330.33,1132.68,0,Indianapolis
1.16,97075.38,8143.38,974.41,Jacksonville
1.5,54.53,151.61,2.66,Jacksonville
1.26,59803.05,55687.75,8763.6,Las Vegas
1.72,694.37,1745.81,0,Las Vegas
1.27,760604.35,283503.89,68072.19,Los Angeles
2.01,7663.87,26754.23,0,Los Angeles
1.16,19191.03,13793.5,170.97,Louisville
1.56,0,1153.79,0,Louisville
1.16,413635.53,43678.93,3409.67,Miami/Ft. Lauderdale
1.37,755.32,2.88,0,Miami/Ft. Lauderdale
1.24,703869.53,768274.51,23751.2,Midsouth
1.51,2268.33,33200.1,327.32,Midsouth
1.01,84961.59,9038.05,299,Nashville
1.64,198.39,1778.14,0,Nashville
1.18,129713.59,14047.58,1028,New Orleans/Mobile
1.4,109.8,0,0,New Orleans/Mobile
1.64,31357.82,567045.17,4113.12,New York
1.83,12721.1,10399.8,1.99,New York
1.5,214073.42,1882255.59,9489.25,Northeast
1.52,18508.73,24706.62,3.33,Northeast
1.44,9682.81,256781.82,212.61,Northern New England
1.45,0,3651.37,0,Northern New England
1.15,228402.62,21134.63,3455.7,Orlando
1.31,146.72,2.76,0,Orlando
1.48,17863.02,185927.16,1075.2,Philadelphia
1.42,2207,2163.6,0,Philadelphia
0.97,347833.77,145914.84,17622.89,Phoenix/Tucson
1.4,1250.9,5399.38,0,Phoenix/Tucson
1.27,30361.78,14732.72,1493.56,Pittsburgh
1.29,1009.32,5.32,0,Pittsburgh
1.34,612611.86,341784.02,15912.46,Plains
1.37,7143.1,3473.57,93.51,Plains
1.29,65516.3,166744.18,20396.32,Portland
1.7,731.79,8278.84,0,Portland
1.23,93647.1,66025.34,5345.31,Raleigh/Greensboro
