date ,average_price,total_volume,PLU 4046,PLU 4225,PLU 4770,total_bags,small_bags,large_bags,xlarge_bags,type,year
11/21/2019,$8.61,80.32,12.39,1.03,59.66,21.37,95,45,90,F,1994
7/28/2015,$1.90,22.69,78.94,70.02,66.06,66.41,1,99,37,F,1993
10/27/2017,$9.22,65.04,11.27,65.53,93.48,41.79,79,100,25,F,2006
6/4/2016,$8.66,49.05,74.73,33.8,24.06,72.86,95,12,15,F,2000
12/17/2017,$8.16,99.86,7.38,83.13,28.41,36.39,32,29,84,F,2012
7/2/2016,$2.39,69.67,9.09,98.88,15.66,18.29,81,86,35,F,2011
2/14/2020,$5.60,71.73,78.79,92.74,21.61,3.11,6,49,86,F,1998
3/14/2015,$7.78,10.42,45.85,48.67,15.61,69.37,71,79,39,F,2006
11/8/2017,$0.94,13.18,77.93,89.91,84.72,42.88,81,46,18,F,2003
11/26/2019,$7.98,4.69,44.82,37.07,74.03,86.18,27,89,65,F,1989
5/21/2019,$7.13,43.69,64.01,29.22,59.35,25.72,94,58,54,M,1999
9/30/2018,$4.68,53.31,51.29,92.45,21.01,40.66,69,27,60,M,1991
12/4/2016,$6.64,77.39,84.21,90.41,70.3,49.19,80,93,5,M,2005
4/12/2015,$9.65,3.76,10.26,42.63,30.36,38.12,95,89,54,F,1993
2/5/2017,$3.37,77.44,64.72,98.7,6.2,91.26,64,10,59,M,2002
6/11/2017,$4.26,46.1,35.31,70.11,1.37,7.55,64,35,97,F,2011
6/29/2018,$5.35,69.49,88.48,83.19,97.71,60.84,75,9,53,F,2000
4/17/2019,$8.82,89.07,59.07,66.08,70.07,24.23,87,90,76,F,2006
9/30/2017,$4.03,63.35,68.03,61.59,55.05,40.22,65,7,48,F,2003
5/4/2018,$8.18,19.25,76.8,10.98,49.04,60.32,35,43,24,F,1985
4/11/2017,$7.78,99.01,27.04,94.84,54.14,92.58,41,14,39,F,1999
7/26/2018,$8.14,17.55,88.66,83.97,90.53,97.95,86,48,88,M,2001
6/20/2018,$5.48,74.95,18.0,60.21,53.56,33.38,60,51,82,M,2002
2/28/2019,$7.83,13.05,2.02,77.7,91.23,12.78,2,94,10,F,2007
12/28/2018,$0.79,18.06,20.18,5.19,73.79,23.6,61,72,5,M,2009
5/10/2015,$8.89,25.11,46.01,79.02,91.16,72.11,60,97,41,M,1995
2/19/2020,$0.62,67.02,55.77,10.02,3.02,77.05,21,51,96,M,1998
6/18/2019,$2.22,90.56,57.68,79.35,74.93,71.28,45,50,15,F,1997
3/11/2020,$0.39,18.31,65.67,65.93,71.41,51.7,16,95,33,M,2012
1/7/2016,$7.07,3.91,11.32,22.92,58.63,47.56,91,27,96,F,2002
