average_price,4046,4225,4770,type,geography
2.38,586.32,1352.6,0.0,organic,Columbus
1.24,466609.69,267927.19,28544.02,conventional,Dallas/Ft. Worth
1.29,1530.49,176.17,469.22,organic,Dallas/Ft. Worth
1.42,162670.92,259506.3,7583.87,conventional,Denver
2.24,3603.3,1820.98,0.0,organic,Denver
1.42,84235.57,57070.09,78484.76,conventional,Detroit
1.92,485.03,3147.63,0.0,organic,Detroit
1.62,4655.55,72956.11,80865.83,conventional,Grand Rapids
1.81,38.94,1586.64,0.0,organic,Grand Rapids
1.21,42209.48,209993.95,533.92,conventional,Harrisburg/Scranton
1.47,311.5,444.88,0.0,organic,Harrisburg/Scranton
1.58,7823.46,298696.0,836.01,conventional,Hartford/Springfield
2.36,252.79,5738.52,2.89,organic,Hartford/Springfield
1.1,477754.77,278948.65,3578.04,conventional,Houston
1.85,6003.03,17.7,0.0,organic,Houston
1.39,38669.86,66510.87,5943.34,conventional,Indianapolis
2.14,318.26,1050.28,0.0,organic,Indianapolis
1.5,65841.41,10834.83,761.36,conventional,Jacksonville
1.5,98.23,288.49,0.0,organic,Jacksonville
1.42,62728.48,74312.55,1193.72,conventional,Las Vegas
1.99,1229.76,1044.27,0.0,organic,Las Vegas
1.59,883525.49,399501.43,142073.2,conventional,Los Angeles
2.12,17356.54,39059.03,0.0,organic,Los Angeles
1.4,23890.08,16861.81,280.25,conventional,Louisville
2.14,3.49,1433.17,0.0,organic,Louisville
1.58,238247.85,67753.62,6965.54,conventional,Miami/Ft. Lauderdale
1.23,370.6,0.0,0.0,organic,Miami/Ft. Lauderdale
1.29,98675.87,7808.31,511.69,conventional,Nashville
1.91,143.29,1748.87,0.0,organic,Nashville
1.29,152637.81,20165.16,851.88,conventional,New Orleans/Mobile
1.04,16.59,0.0,0.0,organic,New Orleans/Mobile
1.6,54589.03,1201280.97,15603.67,conventional,New York
2.2,13787.48,13124.3,0.0,organic,New York
1.45,151198.9,23036.12,6641.14,conventional,Orlando
1.17,125.9,0.0,0.0,organic,Orlando
1.39,29805.03,325261.51,3543.79,conventional,Philadelphia
1.79,2518.77,2956.2,0.0,organic,Philadelphia
1.34,259619.59,202927.55,9464.12,conventional,Phoenix/Tucson
1.76,2631.76,2080.53,0.0,organic,Phoenix/Tucson
1.45,31121.14,18161.84,497.39,conventional,Pittsburgh
1.89,998.0,40.27,0.0,organic,Pittsburgh
1.69,73188.32,165704.94,16685.45,conventional,Portland
2.62,681.76,7659.48,0.0,organic,Portland
1.47,144666.43,62890.67,6476.0,conventional,Raleigh/Greensboro
1.76,81.31,6007.72,58.8,organic,Raleigh/Greensboro
1.31,90648.3,72678.22,2830.89,conventional,Richmond/Norfolk
1.52,55.05,2806.49,19.05,organic,Richmond/Norfolk
1.32,51589.72,31392.58,123.36,conventional,Roanoke
1.71,44.88,1222.52,0.0,organic,Roanoke
1.84,121719.25,255377.92,3687.36,conventional,Sacramento
2.16,3964.35,3239.14,0.0,organic,Sacramento
1.73,101235.96,154230.45,20947.33,conventional,San Diego
2.38,3700.42,16109.11,0.0,organic,San Diego
1.91,176989.38,455227.5,10750.49,conventional,San Francisco
2.57,12167.0,7274.43,0.0,organic,San Francisco
1.96,79754.68,168380.11,1262.09,conventional,Seattle
2.67,939.46,17152.54,2.59,organic,Seattle
1.49,201302.05,50548.71,2498.24,conventional,South Carolina
1.86,122.25,4853.25,11.57,organic,South Carolina
1.73,20495.9,23059.99,74.03,conventional,Spokane
2.52,220.62,1873.22,0.0,organic,Spokane
1.52,91094.26,18149.17,695.61,conventional,St. Louis
2.27,28.05,2932.51,0.0,organic,St. Louis
1.46,1787.09,50546.61,126.74,conventional,Syracuse
1.61,233.67,282.6,0.0,organic,Syracuse
1.39,150259.33,21721.32,7474.36,conventional,Tampa
1.06,141.53,0.0,0.0,organic,Tampa
1.15,344076.64,107703.26,119113.97,conventional,West Tex/New Mexico
1.8,1574.26,719.91,1462.88,organic,West Tex/New Mexico
1.45,3137.38,93984.91,274.29,conventional,Albany
1.69,33.66,608.26,0.0,organic,Albany
1.32,266196.26,27810.88,2386.64,conventional,Atlanta
2.16,242.45,3286.51,0.0,organic,Atlanta
1.52,111993.18,454009.88,8858.75,conventional,Baltimore/Washington
1.63,259.1,5201.38,60.92,organic,Baltimore/Washington
1.77,32437.85,6238.79,6177.78,conventional,Boise
2.39,1.28,899.96,0.0,organic,Boise
1.52,7646.19,482492.97,2601.8,conventional,Boston
1.84,133.54,2352.55,0.0,organic,Boston
1.36,5790.47,71944.1,210.0,conventional,Buffalo/Rochester
1.59,527.23,139.8,0.0,organic,Buffalo/Rochester
1.66,1467340.34,1915226.0,139354.07,conventional,California
2.34,40146.83,60996.67,0.0,organic,California
1.57,89268.62,53450.58,6366.49,conventional,Charlotte
2.29,55.79,5267.56,66.62,organic,Charlotte
1.72,90224.84,233464.89,40500.5,conventional,Chicago
2.07,456.33,3368.52,0.0,organic,Chicago
1.66,46896.58,26074.02,14980.53,conventional,Cincinnati/Dayton
2.22,108.74,2998.54,0.0,organic,Cincinnati/Dayton
1.53,40028.1,22506.76,2482.85,conventional,Columbus
2.39,450.37,1114.92,0.0,organic,Columbus
1.18,477144.32,183154.72,18706.1,conventional,Dallas/Ft. Worth
1.35,2317.62,231.24,712.51,organic,Dallas/Ft. Worth
1.6,153280.9,145733.25,5784.8,conventional,Denver
2.21,8242.87,1837.69,0.0,organic,Denver
1.48,68682.79,41926.72,48495.9,conventional,Detroit
1.94,494.72,2523.14,0.0,organic,Detroit
1.57,4099.51,53330.58,43352.95,conventional,Grand Rapids
1.33,38.88,562.1,0.0,organic,Grand Rapids
1.0,56554.37,232957.4,352.85,conventional,Harrisburg/Scranton
1.41,201.49,384.81,0.0,organic,Harrisburg/Scranton
1.57,5695.54,250827.66,770.5,conventional,Hartford/Springfield
2.37,218.75,5198.2,5.78,organic,Hartford/Springfield
1.13,491342.68,192885.54,2617.42,conventional,Houston
1.77,5902.02,31.01,0.0,organic,Houston
1.45,32615.15,45945.8,8049.1,conventional,Indianapolis
1.86,324.36,1136.31,0.0,organic,Indianapolis
1.5,64045.72,7577.77,621.9,conventional,Jacksonville
1.49,80.76,314.79,0.0,organic,Jacksonville
1.42,65968.54,61068.37,733.05,conventional,Las Vegas
1.81,1160.17,799.16,0.0,organic,Las Vegas
1.65,784342.39,320131.17,92855.95,conventional,Los Angeles
2.24,15717.96,26922.44,0.0,organic,Los Angeles
1.47,18952.77,13724.27,186.7,conventional,Louisville
2.37,11.46,869.34,0.0,organic,Louisville
1.58,217838.32,39232.13,22588.48,conventional,Miami/Ft. Lauderdale
1.13,455.87,15.82,0.0,organic,Miami/Ft. Lauderdale
1.35,82870.82,7049.0,596.76,conventional,Nashville
2.15,102.38,1346.98,0.0,organic,Nashville
1.27,152917.34,18695.69,769.66,conventional,New Orleans/Mobile
1.03,80.43,0.0,0.0,organic,New Orleans/Mobile
1.6,49543.74,1014775.02,16975.69,conventional,New York
2.28,12420.25,12904.74,10.09,organic,New York
1.42,146489.99,23766.07,12029.76,conventional,Orlando
1.12,140.71,0.0,0.0,organic,Orlando
1.24,28176.85,353060.73,2587.91,conventional,Philadelphia
1.78,2298.03,2276.44,0.0,organic,Philadelphia
1.32,270856.5,179971.64,4678.12,conventional,Phoenix/Tucson
1.84,2303.2,1838.13,0.0,organic,Phoenix/Tucson
1.48,28704.24,13722.98,479.21,conventional,Pittsburgh
1.89,1049.81,12.37,0.0,organic,Pittsburgh
1.74,59748.96,142162.49,12360.74,conventional,Portland
2.71,467.72,6722.85,0.0,organic,Portland
1.47,132925.68,58317.88,6207.76,conventional,Raleigh/Greensboro
2.28,102.16,5026.07,50.4,organic,Raleigh/Greensboro
1.36,76754.45,59703.37,2172.74,conventional,Richmond/Norfolk
1.73,58.6,2440.7,19.08,organic,Richmond/Norfolk
1.34,43818.24,28156.7,150.96,conventional,Roanoke
2.07,92.56,1467.97,0.0,organic,Roanoke
1.72,102301.37,259198.98,2391.03,conventional,Sacramento
2.13,3603.21,3221.53,0.0,organic,Sacramento
1.77,93122.51,125537.61,16005.82,conventional,San Diego
2.78,3362.4,11069.13,0.0,organic,San Diego
1.62,139858.47,589470.99,8219.62,conventional,San Francisco
2.44,10890.09,7418.59,0.0,organic,San Francisco
2.01,71065.34,133600.04,1084.14,conventional,Seattle
2.66,851.15,13499.91,0.0,organic,Seattle
1.48,158856.77,43583.42,2419.6,conventional,South Carolina
1.92,211.67,3988.14,17.97,organic,South Carolina
1.77,17635.65,18180.21,69.0,conventional,Spokane
2.46,121.45,1306.08,0.0,organic,Spokane
1.54,83496.8,15532.95,737.3,conventional,St. Louis
2.19,56.21,3637.63,5.92,organic,St. Louis
1.44,1680.89,43232.15,129.36,conventional,Syracuse
1.66,218.47,252.29,0.0,organic,Syracuse
1.41,126691.37,17017.73,16221.23,conventional,Tampa
1.06,129.01,0.0,0.0,organic,Tampa
1.27,343242.45,92324.18,68088.61,conventional,West Tex/New Mexico
1.84,1195.71,681.1,2765.31,organic,West Tex/New Mexico
1.49,3100.32,87403.0,304.87,conventional,Albany
1.75,29.93,503.67,0.0,organic,Albany
1.35,247513.64,27269.66,2561.77,conventional,Atlanta
2.24,147.42,3163.57,0.0,organic,Atlanta
1.54,100279.81,460989.71,8795.84,conventional,Baltimore/Washington
1.68,263.96,4760.99,9.35,organic,Baltimore/Washington
1.81,32235.48,4450.88,7595.42,conventional,Boise
2.37,0.0,916.97,0.0,organic,Boise
1.61,7940.21,460936.31,2366.72,conventional,Boston
1.81,74.76,2122.67,0.0,organic,Boston
1.37,4883.98,69836.0,183.0,conventional,Buffalo/Rochester
1.52,510.75,128.94,0.0,organic,Buffalo/Rochester
1.75,1424236.47,1602019.88,142194.44,conventional,California
2.34,40946.3,52725.62,191.35,organic,California
1.6,90851.44,53268.95,6223.85,conventional,Charlotte
2.23,30.94,4087.71,35.36,organic,Charlotte
1.82,95086.29,254339.07,45963.22,conventional,Chicago
2.14,405.51,3955.5,0.0,organic,Chicago
1.71,42626.17,29734.51,10192.59,conventional,Cincinnati/Dayton
2.41,104.13,2928.95,0.0,organic,Cincinnati/Dayton
1.57,38537.56,29776.87,2893.51,conventional,Columbus
2.29,620.96,1017.48,0.0,organic,Columbus
1.17,465576.25,194236.34,18234.92,conventional,Dallas/Ft. Worth
1.37,2934.17,162.92,596.08,organic,Dallas/Ft. Worth
1.59,158203.83,136578.05,5865.27,conventional,Denver
2.35,11853.48,2054.2,11.61,organic,Denver
1.58,66667.54,52774.73,76142.71,conventional,Detroit
2.01,419.64,2144.41,0.0,organic,Detroit
1.63,4277.03,60577.77,68049.15,conventional,Grand Rapids
1.7,34.36,1314.41,0.0,organic,Grand Rapids
1.13,65993.57,147705.8,348.39,conventional,Harrisburg/Scranton
1.38,153.29,279.56,0.0,organic,Harrisburg/Scranton
1.57,6376.39,246374.06,708.48,conventional,Hartford/Springfield
2.39,244.04,5088.81,0.0,organic,Hartford/Springfield
1.07,428804.38,123573.38,2239.3,conventional,Houston
1.64,3900.63,6.65,0.0,organic,Houston
1.48,26889.06,54360.86,5803.23,conventional,Indianapolis
1.99,251.78,1145.75,0.0,organic,Indianapolis
1.55,60367.03,6717.96,650.02,conventional,Jacksonville
1.42,83.44,170.12,0.0,organic,Jacksonville
1.43,62888.62,58546.16,652.44,conventional,Las Vegas
1.87,927.14,842.85,0.0,organic,Las Vegas
1.68,750047.66,315448.11,91969.92,conventional,Los Angeles
2.21,16488.67,21989.73,192.38,organic,Los Angeles
1.52,17280.91,15546.36,253.8,conventional,Louisville
2.37,9.24,868.94,0.0,organic,Louisville
1.55,247329.04,30045.03,19640.09,conventional,Miami/Ft. Lauderdale
1.25,666.56,15.86,0.0,organic,Miami/Ft. Lauderdale
1.39,83326.8,7054.26,538.87,conventional,Nashville
2.08,45.2,1278.23,0.0,organic,Nashville
1.31,129820.14,17295.17,568.36,conventional,New Orleans/Mobile
1.02,377.99,0.0,0.0,organic,New Orleans/Mobile
1.6,49210.74,1012228.92,14241.79,conventional,New York
2.27,12731.39,12095.79,29.24,organic,New York
1.39,138899.12,18738.23,12565.77,conventional,Orlando
0.99,103.45,0.0,0.0,organic,Orlando
1.38,28524.45,272016.0,2459.48,conventional,Philadelphia
1.78,2576.56,2280.41,0.0,organic,Philadelphia
1.3,292037.11,170261.25,4822.82,conventional,Phoenix/Tucson
1.87,2173.89,1891.91,0.0,organic,Phoenix/Tucson
1.55,28178.74,12814.56,372.5,conventional,Pittsburgh
1.82,725.01,46.43,0.0,organic,Pittsburgh
1.76,62956.44,124731.33,12667.17,conventional,Portland
2.69,405.09,5969.6,0.0,organic,Portland
1.47,131779.48,56709.23,6903.22,conventional,Raleigh/Greensboro
2.33,99.09,4377.58,26.61,organic,Raleigh/Greensboro
1.38,73036.56,66611.95,2127.99,conventional,Richmond/Norfolk
1.46,63.94,2133.81,26.83,organic,Richmond/Norfolk
1.38,41231.38,25040.45,195.86,conventional,Roanoke
1.99,62.96,1392.06,0.0,organic,Roanoke
1.74,108670.82,241650.17,2375.77,conventional,Sacramento
2.13,2930.67,3239.74,0.0,organic,Sacramento
1.8,91180.07,126808.19,18055.36,conventional,San Diego
2.72,3738.98,8696.64,0.0,organic,San Diego
1.96,138972.32,412968.23,8743.12,conventional,San Francisco
2.49,11901.92,7392.4,0.0,organic,San Francisco
2.02,71979.03,116438.62,1155.43,conventional,Seattle
2.66,766.13,13024.21,0.0,organic,Seattle
1.53,158588.37,45248.66,2266.2,conventional,South Carolina
2.02,187.14,3349.39,11.58,organic,South Carolina
1.79,15452.36,14595.25,45.91,conventional,Spokane
2.45,134.41,930.95,0.0,organic,Spokane
1.55,78351.3,14932.74,637.12,conventional,St. Louis
2.17,41.52,3713.5,5.93,organic,St. Louis
1.44,1758.43,43910.52,137.0,conventional,Syracuse
1.6,264.83,203.86,0.0,organic,Syracuse
1.38,122052.62,12862.09,19968.01,conventional,Tampa
1.34,228.17,0.0,0.0,organic,Tampa
1.34,337772.97,78373.8,72579.15,conventional,West Tex/New Mexico
1.8,1047.99,781.7,2086.32,organic,West Tex/New Mexico
1.58,3845.49,78452.83,498.99,conventional,Albany
1.59,10.86,305.17,0.0,organic,Albany
1.36,237960.19,24524.97,2510.9,conventional,Atlanta
2.15,237.17,3146.35,0.0,organic,Atlanta
1.52,100572.41,428447.49,9798.98,conventional,Baltimore/Washington
1.8,274.15,4455.03,34.92,organic,Baltimore/Washington
1.79,34014.64,3619.09,7292.87,conventional,Boise
2.43,0.0,708.76,0.0,organic,Boise
1.62,8096.48,450161.29,2032.23,conventional,Boston
1.8,69.19,2173.6,0.0,organic,Boston
1.39,5766.41,76085.67,164.33,conventional,Buffalo/Rochester
1.57,470.72,198.58,0.0,organic,Buffalo/Rochester
1.71,1378890.87,1623659.91,135645.41,conventional,California
2.25,40193.73,52471.21,250.28,organic,California
1.57,93271.91,49652.24,6048.0,conventional,Charlotte
2.12,16.88,4011.57,52.98,organic,Charlotte
1.87,84685.7,263672.21,30792.79,conventional,Chicago
2.15,377.54,2962.9,0.0,organic,Chicago
1.75,40690.95,29846.07,8660.74,conventional,Cincinnati/Dayton
2.39,99.88,2776.51,0.0,organic,Cincinnati/Dayton
1.59,34762.7,30711.7,3005.18,conventional,Columbus
2.17,466.69,977.93,0.0,organic,Columbus
1.18,503995.04,174768.27,33490.02,conventional,Dallas/Ft. Worth
1.41,3725.13,160.41,531.93,organic,Dallas/Ft. Worth
1.52,163937.67,117912.55,7468.81,conventional,Denver
2.44,8728.36,1751.12,16.31,organic,Denver
1.6,60792.09,59781.32,84048.77,conventional,Detroit
1.92,476.32,2392.98,0.0,organic,Detroit
1.62,3811.08,64514.7,73279.46,conventional,Grand Rapids
1.69,32.92,1299.61,0.0,organic,Grand Rapids
1.14,57673.49,157173.92,1677.36,conventional,Harrisburg/Scranton
1.48,216.66,372.88,0.0,organic,Harrisburg/Scranton
1.59,6405.52,240435.61,3137.02,conventional,Hartford/Springfield
2.41,208.01,5319.88,0.0,organic,Hartford/Springfield
1.1,500254.77,108997.12,2543.12,conventional,Houston
1.95,12858.03,8.91,0.0,organic,Houston
1.49,26534.33,61916.99,5179.2,conventional,Indianapolis
1.9,205.22,996.38,0.0,organic,Indianapolis
1.4,78727.26,7497.26,709.98,conventional,Jacksonville
1.47,79.18,166.6,0.0,organic,Jacksonville
1.4,66999.86,58546.81,635.4,conventional,Las Vegas
1.9,1025.33,800.09,0.0,organic,Las Vegas
1.56,756144.32,300998.1,84961.76,conventional,Los Angeles
2.16,13669.03,20988.66,252.01,organic,Los Angeles
1.56,15485.65,14880.98,166.1,conventional,Louisville
2.27,15.04,928.67,0.0,organic,Louisville
1.36,288609.05,25476.29,4021.95,conventional,Miami/Ft. Lauderdale
2.15,360.13,14.44,0.0,organic,Miami/Ft. Lauderdale
1.41,77084.49,6518.02,324.96,conventional,Nashville
2.05,38.7,1250.04,0.0,organic,Nashville
1.06,196529.82,24203.76,758.51,conventional,New Orleans/Mobile
1.09,482.69,0.0,0.0,organic,New Orleans/Mobile
1.59,52844.91,988976.33,54619.22,conventional,New York
2.27,12975.87,12183.35,40.16,organic,New York
1.28,151360.98,12345.58,4846.0,conventional,Orlando
1.75,152.3,0.0,0.0,organic,Orlando
1.36,30692.86,277277.94,12872.66,conventional,Philadelphia
1.84,2482.37,2767.55,0.0,organic,Philadelphia
1.29,278502.63,177373.68,4961.38,conventional,Phoenix/Tucson
1.83,2328.61,2043.92,0.0,organic,Phoenix/Tucson
1.6,27655.33,13943.22,361.73,conventional,Pittsburgh
1.87,1164.1,1.79,0.0,organic,Pittsburgh
1.5,66848.3,171582.05,13860.82,conventional,Portland
2.64,463.68,7320.53,0.0,organic,Portland
1.46,146549.12,55768.23,7053.41,conventional,Raleigh/Greensboro
2.55,49.48,4096.67,40.6,organic,Raleigh/Greensboro
1.39,73364.55,62550.56,2342.08,conventional,Richmond/Norfolk
1.63,23.67,2258.49,17.96,organic,Richmond/Norfolk
1.4,44171.81,25674.47,148.43,conventional,Roanoke
2.09,26.22,1422.91,0.0,organic,Roanoke
1.89,97525.69,239011.98,2241.07,conventional,Sacramento
2.05,3887.79,3759.87,0.0,organic,Sacramento
1.75,89458.41,122563.83,19499.29,conventional,San Diego
2.72,2675.79,8361.93,0.0,organic,San Diego
1.98,125083.44,426683.19,7404.67,conventional,San Francisco
2.32,12715.05,7896.1,0.0,organic,San Francisco
1.9,82549.49,111907.26,1059.1,conventional,Seattle
2.46,829.38,14727.34,2.6,organic,Seattle
1.43,168608.53,43617.54,2293.87,conventional,South Carolina
2.06,216.78,3297.32,7.7,organic,South Carolina
1.67,17073.97,13882.68,118.97,conventional,Spokane
2.41,76.77,940.92,0.0,organic,Spokane
1.47,98275.21,13055.19,579.22,conventional,St. Louis
2.27,19.22,3408.86,7.39,organic,St. Louis
1.48,2506.57,40117.37,83.0,conventional,Syracuse
1.62,154.12,230.65,0.0,organic,Syracuse
1.22,144481.78,13171.57,6269.69,conventional,Tampa
1.71,207.9,0.0,0.0,organic,Tampa
1.31,335046.82,88268.01,105924.46,conventional,West Tex/New Mexico
1.78,1168.34,754.07,2288.95,organic,West Tex/New Mexico
1.52,4101.18,78518.95,463.0,conventional,Albany
1.63,5.94,339.86,0.0,organic,Albany
1.29,260260.16,26499.9,2677.6,conventional,Atlanta
2.18,176.51,3273.51,0.0,organic,Atlanta
1.48,92861.23,470084.92,10477.53,conventional,Baltimore/Washington
1.73,243.7,4332.56,25.74,organic,Baltimore/Washington
1.69,36464.52,3669.01,6229.57,conventional,Boise
2.38,3.93,788.15,0.0,organic,Boise
1.55,8456.3,464462.2,1975.36,conventional,Boston
1.74,65.83,2008.91,0.0,organic,Boston
1.38,7480.7,72314.72,178.23,conventional,Buffalo/Rochester
1.65,518.48,177.47,0.0,organic,Buffalo/Rochester
1.6,1758445.81,1536587.03,119686.25,conventional,California
2.24,45723.17,54985.78,32.47,organic,California
1.54,90500.26,49456.38,5924.87,conventional,Charlotte
2.12,27.06,3988.62,31.66,organic,Charlotte
1.82,136823.88,238882.28,32483.43,conventional,Chicago
2.13,427.21,2489.02,0.0,organic,Chicago
1.57,46099.29,24405.75,9558.08,conventional,Cincinnati/Dayton
2.4,131.49,2649.01,0.0,organic,Cincinnati/Dayton
1.42,39122.55,22088.59,2972.73,conventional,Columbus
2.26,528.01,1034.96,0.0,organic,Columbus
1.11,516911.18,191398.44,19899.03,conventional,Dallas/Ft. Worth
1.49,4087.24,82.75,424.1,organic,Dallas/Ft. Worth
1.45,176902.59,114252.88,13818.55,conventional,Denver
2.21,5631.94,1340.69,2.33,organic,Denver
1.57,61819.72,40063.91,48582.41,conventional,Detroit
1.99,525.32,2375.97,0.0,organic,Detroit
1.8,3810.3,49619.48,42150.34,conventional,Grand Rapids
1.73,19.93,1446.29,0.0,organic,Grand Rapids
1.16,46910.51,158129.53,3025.29,conventional,Harrisburg/Scranton
1.65,198.37,492.87,0.0,organic,Harrisburg/Scranton
1.56,6930.79,241009.77,5298.81,conventional,Hartford/Springfield
2.21,185.45,5011.41,0.0,organic,Hartford/Springfield
1.09,418592.04,139668.05,2572.8,conventional,Houston
1.86,8081.33,13.39,0.0,organic,Houston
1.44,28508.99,48257.36,5093.47,conventional,Indianapolis
2.0,264.5,1128.1,0.0,organic,Indianapolis
1.36,71223.61,8085.93,633.24,conventional,Jacksonville
1.55,67.27,152.14,0.0,organic,Jacksonville
1.39,64562.76,59238.32,669.53,conventional,Las Vegas
1.69,1087.69,947.93,0.0,organic,Las Vegas
1.51,761059.25,295724.39,75634.13,conventional,Los Angeles
2.14,16916.18,23830.86,32.75,organic,Los Angeles
1.52,16835.41,13514.76,153.38,conventional,Louisville
2.22,11.29,777.42,0.0,organic,Louisville
1.34,276733.66,25858.99,4411.08,conventional,Miami/Ft. Lauderdale
2.0,547.39,21.76,0.0,organic,Miami/Ft. Lauderdale
1.32,83909.57,7243.52,377.56,conventional,Nashville
2.12,90.39,1284.09,0.0,organic,Nashville
1.12,162768.72,18383.43,879.62,conventional,New Orleans/Mobile
1.09,507.38,0.0,0.0,organic,New Orleans/Mobile
1.59,47145.45,892969.06,92914.29,conventional,New York
2.31,14524.83,11896.33,48.95,organic,New York
1.28,161285.98,12335.26,3583.17,conventional,Orlando
1.68,110.35,0.0,0.0,organic,Orlando
1.37,28369.31,268192.71,23152.02,conventional,Philadelphia
1.96,2586.41,2624.32,0.0,organic,Philadelphia
1.17,401025.9,196413.28,4914.44,conventional,Phoenix/Tucson
1.75,1953.15,1988.15,0.0,organic,Phoenix/Tucson
1.55,27306.39,14090.35,299.52,conventional,Pittsburgh
1.91,1279.69,16.19,0.0,organic,Pittsburgh
1.3,64607.09,216489.67,13745.4,conventional,Portland
2.45,484.21,7970.79,0.0,organic,Portland
1.45,132555.21,56268.86,6543.34,conventional,Raleigh/Greensboro
2.36,91.85,4033.73,25.27,organic,Raleigh/Greensboro
1.35,73339.71,66918.4,1754.29,conventional,Richmond/Norfolk
1.6,42.34,1854.09,16.67,organic,Richmond/Norfolk
1.35,42814.66,26913.1,82.1,conventional,Roanoke
1.96,38.65,1310.46,0.0,organic,Roanoke
1.77,126750.89,224967.9,1845.34,conventional,Sacramento
1.98,4147.91,3494.44,0.0,organic,Sacramento
1.7,91059.66,120693.02,16648.35,conventional,San Diego
2.66,3985.09,8784.03,0.0,organic,San Diego
1.73,279869.88,396628.0,6276.97,conventional,San Francisco
2.41,13355.37,7119.87,0.0,organic,San Francisco
1.86,75186.95,105371.3,1062.39,conventional,Seattle
2.44,784.2,15480.97,3.9,organic,Seattle
1.38,181601.09,46860.87,2430.24,conventional,South Carolina
2.0,131.14,3225.94,19.23,organic,South Carolina
1.59,16034.17,13186.77,48.0,conventional,Spokane
2.23,88.22,997.86,0.0,organic,Spokane
1.32,104513.84,10046.48,470.53,conventional,St. Louis
2.27,29.62,2391.85,1.48,organic,St. Louis
1.46,3040.84,38951.52,127.26,conventional,Syracuse
1.73,164.44,264.78,0.0,organic,Syracuse
1.21,167697.28,15504.21,2257.96,conventional,Tampa
1.75,247.12,0.0,0.0,organic,Tampa
1.3,358808.19,72085.61,70684.7,conventional,West Tex/New Mexico
1.65,1362.17,660.59,2246.35,organic,West Tex/New Mexico
1.45,4199.59,78535.94,1809.92,conventional,Albany
1.75,0.0,422.62,0.0,organic,Albany
1.25,240636.91,26525.68,2439.05,conventional,Atlanta
1.94,152.3,3181.99,0.0,organic,Atlanta
1.3,102706.19,571858.87,9532.18,conventional,Baltimore/Washington
1.83,264.02,4422.53,12.28,organic,Baltimore/Washington
1.63,32612.46,4480.45,3850.91,conventional,Boise
2.33,0.0,741.99,0.0,organic,Boise
1.53,7077.24,415415.42,1971.19,conventional,Boston
1.78,75.99,1747.14,0.0,organic,Boston
1.36,4253.55,75595.93,181.45,conventional,Buffalo/Rochester
1.66,459.51,145.9,0.0,organic,Buffalo/Rochester
1.57,1647782.08,1692527.44,125599.28,conventional,California
2.3,41881.96,55891.02,37.18,organic,California
1.5,92031.41,51692.69,6073.39,conventional,Charlotte
2.11,22.39,3587.62,47.16,organic,Charlotte
1.78,97556.57,272184.88,33437.96,conventional,Chicago
2.11,597.4,2301.09,0.0,organic,Chicago
1.39,48692.42,35148.78,8842.13,conventional,Cincinnati/Dayton
2.34,74.86,2677.73,0.0,organic,Cincinnati/Dayton
1.3,42497.77,32443.12,2772.07,conventional,Columbus
2.22,476.83,1034.45,0.0,organic,Columbus
1.01,519014.93,164615.96,19255.51,conventional,Dallas/Ft. Worth
1.58,6321.35,82.66,519.83,organic,Dallas/Ft. Worth
1.43,173348.42,108902.69,15815.65,conventional,Denver
2.07,4436.76,1174.18,0.0,organic,Denver
1.46,65068.14,53719.61,82916.02,conventional,Detroit
2.02,523.83,2188.33,0.0,organic,Detroit
1.59,6979.09,59195.29,70146.02,conventional,Grand Rapids
1.8,31.22,1526.73,0.0,organic,Grand Rapids
1.13,51037.04,161475.73,1760.21,conventional,Harrisburg/Scranton
1.61,151.51,451.55,0.0,organic,Harrisburg/Scranton
1.54,6150.08,217758.5,7394.81,conventional,Hartford/Springfield
2.02,234.88,5117.64,0.0,organic,Hartford/Springfield
0.98,389673.75,106094.25,2482.13,conventional,Houston
1.81,5636.21,0.0,0.0,organic,Houston
1.37,28999.39,61209.85,5499.95,conventional,Indianapolis
1.98,238.02,886.73,0.0,organic,Indianapolis
1.17,63875.26,5815.18,588.01,conventional,Jacksonville
1.56,106.56,154.87,0.0,organic,Jacksonville
1.19,62033.55,87273.32,576.51,conventional,Las Vegas
1.83,1134.13,853.21,0.0,organic,Las Vegas
1.57,693490.38,289298.08,83086.54,conventional,Los Angeles
2.19,17740.32,24400.54,37.57,organic,Los Angeles
1.38,21513.81,17763.19,185.82,conventional,Louisville
1.48,19.39,723.71,0.0,organic,Louisville
1.16,287704.61,23344.75,3743.65,conventional,Miami/Ft. Lauderdale
1.82,843.63,8.72,0.0,organic,Miami/Ft. Lauderdale
1.22,90624.72,12912.25,464.59,conventional,Nashville
1.62,52.83,1134.63,0.0,organic,Nashville
1.04,136025.94,13040.54,805.0,conventional,New Orleans/Mobile
1.01,619.78,0.0,0.0,organic,New Orleans/Mobile
1.56,47768.23,939726.23,85663.69,conventional,New York
2.24,12708.83,11555.11,7.24,organic,New York
1.14,151752.81,10222.64,3291.74,conventional,Orlando
1.33,152.39,0.0,0.0,organic,Orlando
1.34,29046.81,269872.69,19109.41,conventional,Philadelphia
1.89,2536.52,2815.63,0.0,organic,Philadelphia
1.06,313525.62,277387.85,5106.93,conventional,Phoenix/Tucson
1.96,3977.86,1991.28,0.0,organic,Phoenix/Tucson
1.52,25648.71,12655.09,428.52,conventional,Pittsburgh
1.9,1339.62,81.26,0.0,organic,Pittsburgh
