type,average_price,on_date,year,total_volume
organic,2.46,2019-07-28,2019,66869.86
conventional,1.43,2019-07-28,2019,398612.43
organic,2.06,2019-07-28,2019,15480.65
conventional,1.19,2019-07-28,2019,5834873.13
organic,1.61,2019-07-28,2019,117535.99
conventional,1.33,2019-07-28,2019,4507255.05
organic,1.83,2019-07-28,2019,73563.86
conventional,1.67,2019-07-28,2019,80465.08
organic,2.41,2019-07-28,2019,4639.08
conventional,1.47,2019-07-28,2019,208883.84
organic,2.27,2019-07-28,2019,7349.63
conventional,1.48,2019-07-28,2019,72778.7
organic,1.62,2019-07-28,2019,3719.36
conventional,1.22,2019-07-28,2019,517410.59
organic,1.71,2019-07-28,2019,253.45
conventional,1.47,2019-07-28,2019,34727442.98
organic,2.05,2019-07-28,2019,1141796.94
conventional,1.49,2019-07-28,2019,5674798.77
organic,2.35,2019-07-28,2019,225782.18
conventional,1.31,2019-07-28,2019,789960.47
organic,1.78,2019-07-28,2019,11361.08
conventional,1.52,2019-08-04,2019,99713.21
organic,1.63,2019-08-04,2019,3450.07
conventional,1.29,2019-08-04,2019,680375.17
organic,2.18,2019-08-04,2019,18961.97
conventional,1.48,2019-08-04,2019,902952.61
organic,1.73,2019-08-04,2019,34623.22
conventional,1.69,2019-08-04,2019,93247.21
organic,2.38,2019-08-04,2019,4001.74
conventional,1.55,2019-08-04,2019,608700.96
organic,1.74,2019-08-04,2019,41837.04
conventional,1.38,2019-08-04,2019,164980.65
organic,1.65,2019-08-04,2019,11549.34
conventional,1.6,2019-08-04,2019,5714371.14
organic,2.24,2019-08-04,2019,183025.27
conventional,1.54,2019-08-04,2019,256538.13
organic,2.12,2019-08-04,2019,15363.48
conventional,1.82,2019-08-04,2019,667659.46
organic,2.13,2019-08-04,2019,30444.78
conventional,1.57,2019-08-04,2019,239790.91
organic,2.4,2019-08-04,2019,11315.8
conventional,1.42,2019-08-04,2019,176422.85
organic,2.26,2019-08-04,2019,8425.88
conventional,1.11,2019-08-04,2019,1332771.99
organic,1.49,2019-08-04,2019,25996.59
conventional,1.45,2019-08-04,2019,773420.99
organic,2.21,2019-08-04,2019,26289.46
conventional,1.57,2019-08-04,2019,357317.29
organic,1.99,2019-08-04,2019,16827.19
conventional,1.8,2019-08-04,2019,137509.68
organic,1.73,2019-08-04,2019,6834.88
conventional,1.57,2019-08-04,2019,3218100.17
organic,2.04,2019-08-04,2019,144484.67
conventional,1.16,2019-08-04,2019,328230.49
organic,1.65,2019-08-04,2019,7957.36
conventional,1.56,2019-08-04,2019,307038.77
organic,2.21,2019-08-04,2019,12793.16
conventional,1.09,2019-08-04,2019,1081536.39
organic,1.86,2019-08-04,2019,25295.25
conventional,1.44,2019-08-04,2019,185904.82
organic,2,2019-08-04,2019,5962.97
conventional,1.36,2019-08-04,2019,194458.35
organic,1.55,2019-08-04,2019,3463.94
conventional,1.39,2019-08-04,2019,301301.74
organic,1.69,2019-08-04,2019,11056.68
conventional,1.51,2019-08-04,2019,2611074.08
organic,2.14,2019-08-04,2019,84404.52
conventional,1.52,2019-08-04,2019,94313.8
organic,2.22,2019-08-04,2019,4948.86
conventional,1.34,2019-08-04,2019,819321.53
organic,2,2019-08-04,2019,800.27
conventional,1.43,2019-08-04,2019,3441283.47
organic,1.97,2019-08-04,2019,168684.23
conventional,1.32,2019-08-04,2019,236212.7
organic,2.12,2019-08-04,2019,10894.31
conventional,1.12,2019-08-04,2019,334349.33
organic,1.09,2019-08-04,2019,8496.92
conventional,1.59,2019-08-04,2019,1536157.62
organic,2.31,2019-08-04,2019,75253.44
conventional,1.51,2019-08-04,2019,4724952.86
organic,1.94,2019-08-04,2019,243320.33
conventional,1.68,2019-08-04,2019,503420.71
organic,1.57,2019-08-04,2019,40387.42
conventional,1.28,2019-08-04,2019,465424.49
organic,1.68,2019-08-04,2019,464.67
conventional,1.37,2019-08-04,2019,518467.7
organic,1.96,2019-08-04,2019,16813.66
conventional,1.17,2019-08-04,2019,1080935.33
organic,1.75,2019-08-04,2019,15745.23
conventional,1.55,2019-08-04,2019,124417.01
organic,1.91,2019-08-04,2019,10595.51
conventional,1.43,2019-08-04,2019,1882441.79
organic,1.95,2019-08-04,2019,47278.03
conventional,1.3,2019-08-04,2019,641145.87
organic,2.45,2019-08-04,2019,29400.59
conventional,1.45,2019-08-04,2019,350342.02
organic,2.36,2019-08-04,2019,15463.27
conventional,1.35,2019-08-04,2019,290526.62
organic,1.6,2019-08-04,2019,19056.52
conventional,1.35,2019-08-04,2019,165761.26
organic,1.96,2019-08-04,2019,9919.45
conventional,1.77,2019-08-04,2019,455672.4
organic,1.98,2019-08-04,2019,13253.67
conventional,1.7,2019-08-04,2019,443140.22
organic,2.66,2019-08-04,2019,17638.8
conventional,1.73,2019-08-04,2019,863865.01
organic,2.41,2019-08-04,2019,32182.18
conventional,1.86,2019-08-04,2019,479428.57
organic,2.44,2019-08-04,2019,67489.44
conventional,1.38,2019-08-04,2019,418498.44
organic,2,2019-08-04,2019,18644.63
conventional,1.14,2019-08-04,2019,6039542.98
organic,1.67,2019-08-04,2019,127024.67
conventional,1.29,2019-08-04,2019,4688801.04
organic,1.9,2019-08-04,2019,81065.86
conventional,1.59,2019-08-04,2019,84383.39
organic,2.23,2019-08-04,2019,5064.86
conventional,1.32,2019-08-04,2019,212674.26
organic,2.27,2019-08-04,2019,8559.05
conventional,1.46,2019-08-04,2019,73684.36
organic,1.73,2019-08-04,2019,4046.73
conventional,1.21,2019-08-04,2019,525049.52
organic,1.75,2019-08-04,2019,338.22
conventional,1.41,2019-08-04,2019,35751881.43
organic,2.02,2019-08-04,2019,1248137.32
conventional,1.4,2019-08-04,2019,6042388.03
organic,2.21,2019-08-04,2019,253254.32
conventional,1.3,2019-08-04,2019,779416.48
organic,1.65,2019-08-04,2019,12983.63
conventional,1.45,2019-08-11,2019,102644.15
organic,1.75,2019-08-11,2019,2857.79
conventional,1.25,2019-08-11,2019,659651.93
organic,1.94,2019-08-11,2019,20003.71
conventional,1.3,2019-08-11,2019,1007917.96
organic,1.83,2019-08-11,2019,33476.88
conventional,1.63,2019-08-11,2019,89218.33
organic,2.33,2019-08-11,2019,3643.64
conventional,1.53,2019-08-11,2019,622036.64
organic,1.78,2019-08-11,2019,34560.73
conventional,1.36,2019-08-11,2019,166700.69
organic,1.66,2019-08-11,2019,10959.33
conventional,1.57,2019-08-11,2019,5707945.76
organic,2.3,2019-08-11,2019,180694.15
conventional,1.5,2019-08-11,2019,264536.91
organic,2.11,2019-08-11,2019,14497.41
conventional,1.78,2019-08-11,2019,667762.93
organic,2.11,2019-08-11,2019,26947.63
conventional,1.39,2019-08-11,2019,286759.81
organic,2.34,2019-08-11,2019,7731.02
conventional,1.3,2019-08-11,2019,213597.36
organic,2.22,2019-08-11,2019,7522.9
conventional,1.01,2019-08-11,2019,1527631.46
organic,1.58,2019-08-11,2019,28732.15
conventional,1.43,2019-08-11,2019,790395.94
organic,2.07,2019-08-11,2019,28350.03
conventional,1.46,2019-08-11,2019,422348.62
organic,2.02,2019-08-11,2019,11783.83
conventional,1.59,2019-08-11,2019,187990.68
organic,1.8,2019-08-11,2019,6447.19
conventional,1.47,2019-08-11,2019,3618208
organic,1.98,2019-08-11,2019,126785.96
conventional,1.13,2019-08-11,2019,347147.82
organic,1.61,2019-08-11,2019,9196.87
conventional,1.54,2019-08-11,2019,291330.71
organic,2.02,2019-08-11,2019,15868.28
conventional,0.98,2019-08-11,2019,1258376.65
organic,1.81,2019-08-11,2019,26056.01
conventional,1.37,2019-08-11,2019,210203.23
organic,1.98,2019-08-11,2019,4595.4
conventional,1.17,2019-08-11,2019,188984.18
organic,1.56,2019-08-11,2019,3519.37
conventional,1.19,2019-08-11,2019,389897.85
organic,1.83,2019-08-11,2019,11158.82
conventional,1.57,2019-08-11,2019,2445696.82
organic,2.19,2019-08-11,2019,94419.13
conventional,1.38,2019-08-11,2019,111374.35
organic,1.48,2019-08-11,2019,8557.37
conventional,1.16,2019-08-11,2019,789146.87
organic,1.82,2019-08-11,2019,1816.8
conventional,1.33,2019-08-11,2019,3648203.14
organic,1.81,2019-08-11,2019,193552.67
conventional,1.22,2019-08-11,2019,255767.01
organic,1.62,2019-08-11,2019,12755.52
conventional,1.04,2019-08-11,2019,329828.64
organic,1.01,2019-08-11,2019,10220.3
conventional,1.56,2019-08-11,2019,1593596.57
organic,2.24,2019-08-11,2019,69523.48
conventional,1.48,2019-08-11,2019,4818113.98
organic,1.95,2019-08-11,2019,221024.85
conventional,1.65,2019-08-11,2019,504880.68
organic,1.75,2019-08-11,2019,25738.53
conventional,1.14,2019-08-11,2019,419027.19
organic,1.33,2019-08-11,2019,2111.28
conventional,1.34,2019-08-11,2019,525861.53
organic,1.89,2019-08-11,2019,19011.21
conventional,1.06,2019-08-11,2019,1298633.29
organic,1.96,2019-08-11,2019,15489.93
conventional,1.52,2019-08-11,2019,119540.82
organic,1.9,2019-08-11,2019,11439.37
conventional,1.39,2019-08-11,2019,1888588.76
organic,1.78,2019-08-11,2019,49026.32
conventional,1.44,2019-08-11,2019,553662.49
organic,2.44,2019-08-11,2019,26723.74
conventional,1.42,2019-08-11,2019,350389.03
organic,2.45,2019-08-11,2019,17018.38
conventional,1.3,2019-08-11,2019,288481.34
organic,1.42,2019-08-11,2019,23751.95
conventional,1.27,2019-08-11,2019,178257.32
organic,1.75,2019-08-11,2019,10681.15
conventional,1.52,2019-08-11,2019,515967.37
organic,2.02,2019-08-11,2019,10150.2
conventional,1.72,2019-08-11,2019,429182.72
organic,2.59,2019-08-11,2019,18455.38
conventional,1.68,2019-08-11,2019,913328.59
organic,2.55,2019-08-11,2019,26422.54
conventional,1.81,2019-08-11,2019,474729.99
organic,2.4,2019-08-11,2019,75262.01
conventional,1.34,2019-08-11,2019,415510.71
organic,1.97,2019-08-11,2019,18023.37
conventional,1.05,2019-08-11,2019,6762745.46
organic,1.63,2019-08-11,2019,145892.05
conventional,1.19,2019-08-11,2019,4445128.09
organic,1.71,2019-08-11,2019,91688.57
conventional,1.55,2019-08-11,2019,87992.52
organic,2.2,2019-08-11,2019,5092.88
conventional,1.33,2019-08-11,2019,206806.63
organic,2.03,2019-08-11,2019,8074.08
conventional,1.4,2019-08-11,2019,74850.9
organic,1.69,2019-08-11,2019,3707.16
conventional,1.07,2019-08-11,2019,469838.31
organic,0.98,2019-08-11,2019,3322.01
conventional,1.34,2019-08-11,2019,37406700.1
organic,1.97,2019-08-11,2019,1265433.05
conventional,1.32,2019-08-11,2019,6517766.85
organic,2.22,2019-08-11,2019,256768.39
conventional,1.22,2019-08-11,2019,842841.31
organic,1.97,2019-08-11,2019,13509.7
conventional,1.36,2019-08-18,2019,114794.51
organic,1.65,2019-08-18,2019,2377.31
conventional,1.23,2019-08-18,2019,666326.69
organic,1.49,2019-08-18,2019,31199.54
conventional,1.53,2019-08-18,2019,880518.92
organic,1.48,2019-08-18,2019,54817.39
conventional,1.59,2019-08-18,2019,98484.32
organic,2.35,2019-08-18,2019,3030.16
conventional,1.45,2019-08-18,2019,653809.51
organic,1.75,2019-08-18,2019,33739.33
conventional,1.35,2019-08-18,2019,163726.45
organic,1.66,2019-08-18,2019,10932.62
conventional,1.52,2019-08-18,2019,5827913.64
organic,2.24,2019-08-18,2019,180277.64
conventional,1.38,2019-08-18,2019,286980.19
organic,2.39,2019-08-18,2019,12673.25
conventional,1.79,2019-08-18,2019,621012.79
organic,1.99,2019-08-18,2019,33201.59
conventional,1.21,2019-08-18,2019,291952.3
organic,0.98,2019-08-18,2019,64186.22
conventional,1.1,2019-08-18,2019,232531.79
organic,1.1,2019-08-18,2019,23014.11
conventional,1.07,2019-08-18,2019,1412906.17
organic,1.68,2019-08-18,2019,28485
conventional,1.34,2019-08-18,2019,958362.07
organic,2.04,2019-08-18,2019,22835.25
conventional,1.2,2019-08-18,2019,458965.76
organic,1.17,2019-08-18,2019,30067.11
conventional,1.75,2019-08-18,2019,135282.38
organic,1.68,2019-08-18,2019,6577.38
conventional,1.32,2019-08-18,2019,3695901.07
organic,1.25,2019-08-18,2019,295410.95
conventional,1.19,2019-08-18,2019,335140.75
organic,1.26,2019-08-18,2019,18832.16
conventional,1.34,2019-08-18,2019,351952.57
organic,2.02,2019-08-18,2019,14908.31
conventional,1.08,2019-08-18,2019,1158293.93
organic,1.75,2019-08-18,2019,26281.47
conventional,1.12,2019-08-18,2019,244624.25
organic,1.06,2019-08-18,2019,19893.14
conventional,1.11,2019-08-18,2019,207468.93
organic,1.61,2019-08-18,2019,1963.36
conventional,1.26,2019-08-18,2019,336712.02
organic,2.02,2019-08-18,2019,11011.58
conventional,1.38,2019-08-18,2019,2767125.94
organic,2.22,2019-08-18,2019,77758.84
conventional,1.38,2019-08-18,2019,105454.11
organic,1.58,2019-08-18,2019,6042.25
conventional,1.14,2019-08-18,2019,702689.8
organic,1.62,2019-08-18,2019,2988.08
conventional,1.35,2019-08-18,2019,3584411.58
organic,1.72,2019-08-18,2019,203040.91
conventional,1.19,2019-08-18,2019,265123.94
organic,1.73,2019-08-18,2019,9136.22
conventional,1.1,2019-08-18,2019,294771.69
organic,1.09,2019-08-18,2019,7327.04
conventional,1.51,2019-08-18,2019,1697941.18
organic,2.06,2019-08-18,2019,82441.91
conventional,1.42,2019-08-18,2019,5152656.28
organic,1.77,2019-08-18,2019,255814.89
conventional,1.46,2019-08-18,2019,620171.64
organic,1.67,2019-08-18,2019,24883.62
conventional,1.12,2019-08-18,2019,448478.1
organic,1.13,2019-08-18,2019,5626.71
conventional,1.35,2019-08-18,2019,541800.94
organic,1.46,2019-08-18,2019,33612.61
conventional,1.03,2019-08-18,2019,1206060.34
organic,2.1,2019-08-18,2019,14186.72
conventional,1.28,2019-08-18,2019,128570.62
organic,1.69,2019-08-18,2019,10675.51
conventional,1.4,2019-08-18,2019,1857665.96
organic,1.64,2019-08-18,2019,62015.77
conventional,1.53,2019-08-18,2019,552982.64
organic,2.48,2019-08-18,2019,22791.3
conventional,1.31,2019-08-18,2019,385939.6
organic,2.64,2019-08-18,2019,15408.66
conventional,1.32,2019-08-18,2019,279428.47
organic,1.36,2019-08-18,2019,21975.58
conventional,1.3,2019-08-18,2019,164901.54
organic,1.58,2019-08-18,2019,10796.94
conventional,1.7,2019-08-18,2019,445192.3
organic,2.02,2019-08-18,2019,13282.72
conventional,1.6,2019-08-18,2019,467134.12
organic,2.56,2019-08-18,2019,15592.69
conventional,1.78,2019-08-18,2019,859444.57
organic,2.25,2019-08-18,2019,40162.43
conventional,1.69,2019-08-18,2019,524819.76
organic,2.34,2019-08-18,2019,71101.17
conventional,1.3,2019-08-18,2019,418909.89
organic,2.07,2019-08-18,2019,15461.79
conventional,1.11,2019-08-18,2019,6303156.08
organic,1.66,2019-08-18,2019,138044.29
conventional,1.16,2019-08-18,2019,4468766.81
organic,1.51,2019-08-18,2019,110690.92
conventional,1.53,2019-08-18,2019,90357.35
organic,2.17,2019-08-18,2019,4376.72
conventional,1.32,2019-08-18,2019,197152.94
organic,2.05,2019-08-18,2019,9775.36
conventional,1.38,2019-08-18,2019,77468.45
organic,1.71,2019-08-18,2019,3652.06
conventional,1.07,2019-08-18,2019,486536.27
organic,0.91,2019-08-18,2019,10162.27
conventional,1.32,2019-08-18,2019,37425679.57
organic,1.75,2019-08-18,2019,1478871.37
conventional,1.32,2019-08-18,2019,6535208.32
organic,2.21,2019-08-18,2019,233576.02
conventional,1.16,2019-08-18,2019,834364.88
organic,1.98,2019-08-18,2019,13512.48
conventional,1.26,2019-08-25,2019,106635.8
organic,1.91,2019-08-25,2019,2134.82
conventional,1.2,2019-08-25,2019,700719
organic,1.32,2019-08-25,2019,41752.26
conventional,1.5,2019-08-25,2019,884644.98
organic,1.46,2019-08-25,2019,58708.29
conventional,1.6,2019-08-25,2019,93554.76
organic,2.1,2019-08-25,2019,4177.48
conventional,1.47,2019-08-25,2019,604880.63
organic,1.83,2019-08-25,2019,32442.61
conventional,1.31,2019-08-25,2019,164517.16
organic,1.64,2019-08-25,2019,9250.91
conventional,1.48,2019-08-25,2019,5771552.81
organic,2.12,2019-08-25,2019,209582.79
conventional,1.29,2019-08-25,2019,307341.01
organic,2.46,2019-08-25,2019,11720.28
conventional,1.72,2019-08-25,2019,686975.82
organic,2.01,2019-08-25,2019,29038.22
conventional,1.18,2019-08-25,2019,327601.38
organic,1.21,2019-08-25,2019,17555.61
conventional,1.09,2019-08-25,2019,221294.33
organic,1.08,2019-08-25,2019,17943.44
conventional,0.84,2019-08-25,2019,1880839.23
organic,1.77,2019-08-25,2019,25557.49
conventional,1.31,2019-08-25,2019,860466.18
organic,2,2019-08-25,2019,25904.17
conventional,1.16,2019-08-25,2019,502258.92
organic,1.23,2019-08-25,2019,16943.45
conventional,1.58,2019-08-25,2019,166376.1
organic,1.69,2019-08-25,2019,5872.88
conventional,1.3,2019-08-25,2019,3888858.29
organic,1.41,2019-08-25,2019,181260.82
conventional,1.09,2019-08-25,2019,353907.49
organic,1.23,2019-08-25,2019,23623.66
conventional,1.52,2019-08-25,2019,297283.3
organic,1.97,2019-08-25,2019,15491.89
conventional,0.77,2019-08-25,2019,1818081.89
organic,1.73,2019-08-25,2019,24801.27
conventional,1.14,2019-08-25,2019,250681.16
organic,1.26,2019-08-25,2019,11168.73
conventional,1.09,2019-08-25,2019,262101.46
organic,1.55,2019-08-25,2019,2071.62
conventional,1.37,2019-08-25,2019,276715.44
organic,2.04,2019-08-25,2019,9611.43
conventional,1.39,2019-08-25,2019,2684602.05
organic,2.15,2019-08-25,2019,89507.87
conventional,1.45,2019-08-25,2019,97018.45
organic,1.76,2019-08-25,2019,5134.83
conventional,1.13,2019-08-25,2019,874326.29
organic,1.58,2019-08-25,2019,4332.03
conventional,1.28,2019-08-25,2019,3724954.39
organic,1.69,2019-08-25,2019,202487.81
conventional,1.18,2019-08-25,2019,263989.85
organic,1.54,2019-08-25,2019,11809.12
conventional,0.94,2019-08-25,2019,374419.12
organic,1.04,2019-08-25,2019,9537.68
conventional,1.56,2019-08-25,2019,1511322.66
organic,1.97,2019-08-25,2019,84444.29
conventional,1.4,2019-08-25,2019,4703364.51
organic,1.76,2019-08-25,2019,263577.99
conventional,1.25,2019-08-25,2019,505078.44
organic,1.87,2019-08-25,2019,25106.13
conventional,1.1,2019-08-25,2019,538486.07
organic,1.54,2019-08-25,2019,3485.31
conventional,1.27,2019-08-25,2019,532121.74
organic,1.46,2019-08-25,2019,34647.64
conventional,0.99,2019-08-25,2019,1255355.15
organic,2.31,2019-08-25,2019,10422.89
conventional,1.26,2019-08-25,2019,127645.17
organic,1.68,2019-08-25,2019,11358.49
conventional,1.39,2019-08-25,2019,1818429.41
organic,1.5,2019-08-25,2019,69290.74
conventional,1.57,2019-08-25,2019,511875.59
organic,2.46,2019-08-25,2019,24417.51
conventional,1.2,2019-08-25,2019,416340.4
organic,2.73,2019-08-25,2019,13570.27
conventional,1.16,2019-08-25,2019,303058.15
organic,1.34,2019-08-25,2019,20869.18
conventional,1.16,2019-08-25,2019,191933.26
organic,1.46,2019-08-25,2019,12469.81
conventional,1.62,2019-08-25,2019,450535.14
organic,1.88,2019-08-25,2019,14882.69
conventional,1.55,2019-08-25,2019,474711.05
organic,2.44,2019-08-25,2019,15871.81
conventional,1.56,2019-08-25,2019,893620.47
organic,2.06,2019-08-25,2019,49430.14
conventional,1.87,2019-08-25,2019,465868.65
organic,2.51,2019-08-25,2019,45093.1
conventional,1.21,2019-08-25,2019,450394.82
organic,2.02,2019-08-25,2019,13820.12
conventional,0.88,2019-08-25,2019,8294732.3
organic,1.67,2019-08-25,2019,133970.73
conventional,1.13,2019-08-25,2019,5122032.5
organic,1.46,2019-08-25,2019,120795.03
conventional,1.64,2019-08-25,2019,77178.75
organic,2.12,2019-08-25,2019,4797.4
conventional,1.15,2019-08-25,2019,228229.15
organic,1.9,2019-08-25,2019,9485.34
conventional,1.31,2019-08-25,2019,78612.22
organic,1.72,2019-08-25,2019,3364.6
conventional,1.04,2019-08-25,2019,589266.05
organic,1.44,2019-08-25,2019,4601.84
conventional,1.23,2019-08-25,2019,39340251.15
organic,1.78,2019-08-25,2019,1390415.86
conventional,1.33,2019-08-25,2019,6016326.72
organic,2.19,2019-08-25,2019,209449.94
conventional,1.17,2019-08-25,2019,764606.84
organic,1.95,2019-08-25,2019,10259.19
conventional,1.4,2019-09-01,2019,110383.43
organic,1.89,2019-09-01,2019,2328.66
conventional,1.05,2019-09-01,2019,810821.26
organic,1.28,2019-09-01,2019,23632.36
conventional,1.22,2019-09-01,2019,1121807.47
organic,1.62,2019-09-01,2019,45432.71
conventional,1.53,2019-09-01,2019,100033.87
organic,2.18,2019-09-01,2019,3883.05
conventional,1.51,2019-09-01,2019,571430.93
organic,1.8,2019-09-01,2019,34613.91
conventional,1.26,2019-09-01,2019,167314.88
organic,1.65,2019-09-01,2019,6343.22
conventional,1.46,2019-09-01,2019,6300524.87
organic,2.11,2019-09-01,2019,205117.73
conventional,1.37,2019-09-01,2019,294485.65
organic,2.43,2019-09-01,2019,11236.03
conventional,1.17,2019-09-01,2019,1042004.37
organic,1.74,2019-09-01,2019,45628.1
conventional,1.22,2019-09-01,2019,332102.96
organic,1.78,2019-09-01,2019,7412.15
conventional,1.13,2019-09-01,2019,217166.23
organic,1.2,2019-09-01,2019,16631.03
conventional,0.9,2019-09-01,2019,1577540.15
organic,1.75,2019-09-01,2019,22710.78
conventional,1.44,2019-09-01,2019,776309.05
organic,2.08,2019-09-01,2019,27394.93
conventional,1.2,2019-09-01,2019,459627.89
organic,1.06,2019-09-01,2019,29320.31
conventional,1.6,2019-09-01,2019,141133.03
organic,1.75,2019-09-01,2019,6372.81
conventional,1.22,2019-09-01,2019,4062942.69
organic,1.46,2019-09-01,2019,193537.67
conventional,1.22,2019-09-01,2019,313405.75
organic,1.25,2019-09-01,2019,19287.36
conventional,1.52,2019-09-01,2019,327036.84
organic,1.77,2019-09-01,2019,20687.18
conventional,0.82,2019-09-01,2019,1394927.91
organic,1.7,2019-09-01,2019,19715.72
conventional,1.2,2019-09-01,2019,221464.1
organic,1.27,2019-09-01,2019,10469.23
conventional,1.07,2019-09-01,2019,228521.62
organic,1.44,2019-09-01,2019,2540.28
conventional,1.31,2019-09-01,2019,300905.16
organic,2.14,2019-09-01,2019,10535.95
conventional,1.31,2019-09-01,2019,3139472.63
organic,2.16,2019-09-01,2019,78249.99
conventional,1.15,2019-09-01,2019,128500.21
organic,1.6,2019-09-01,2019,3328.48
conventional,1.07,2019-09-01,2019,763144.08
organic,1.46,2019-09-01,2019,5381.4
conventional,1.2,2019-09-01,2019,4077626.73
organic,1.76,2019-09-01,2019,166180.77
conventional,1.07,2019-09-01,2019,278334.31
organic,1.14,2019-09-01,2019,14048.41
conventional,1.07,2019-09-01,2019,308428.81
organic,0.99,2019-09-01,2019,7055.57
conventional,1.51,2019-09-01,2019,2114506.6
organic,1.95,2019-09-01,2019,77509.63
conventional,1.44,2019-09-01,2019,5236680.25
organic,1.73,2019-09-01,2019,261550.1
conventional,1.41,2019-09-01,2019,444799.83
organic,1.74,2019-09-01,2019,33158.81
conventional,1,2019-09-01,2019,498031.32
organic,1.47,2019-09-01,2019,4810.3
conventional,1.36,2019-09-01,2019,576728.65
organic,1.45,2019-09-01,2019,34568.37
conventional,0.94,2019-09-01,2019,1339732.74
organic,2.28,2019-09-01,2019,11057.18
conventional,1.27,2019-09-01,2019,127030.38
organic,1.67,2019-09-01,2019,11357.8
conventional,1.41,2019-09-01,2019,1816143.36
organic,1.54,2019-09-01,2019,63026.01
conventional,1.35,2019-09-01,2019,624110.8
organic,2.44,2019-09-01,2019,27909.59
conventional,1.28,2019-09-01,2019,385792.15
organic,2.71,2019-09-01,2019,14801.2
conventional,1.13,2019-09-01,2019,328823.69
organic,1.35,2019-09-01,2019,15545.18
conventional,1.1,2019-09-01,2019,221089.38
organic,1.46,2019-09-01,2019,7057.88
conventional,1.6,2019-09-01,2019,481534.97
organic,1.87,2019-09-01,2019,15379.79
conventional,1.49,2019-09-01,2019,550617.21
organic,2.49,2019-09-01,2019,14401.51
conventional,1.77,2019-09-01,2019,808290.36
organic,2.07,2019-09-01,2019,54622.19
conventional,1.86,2019-09-01,2019,488775.95
organic,2.53,2019-09-01,2019,44378.83
conventional,1.19,2019-09-01,2019,474290.88
organic,1.99,2019-09-01,2019,14469.95
conventional,0.94,2019-09-01,2019,7105485.96
organic,1.66,2019-09-01,2019,114704.81
conventional,1.05,2019-09-01,2019,5054643.44
organic,1.47,2019-09-01,2019,94206.87
conventional,1.63,2019-09-01,2019,81696.2
organic,2.04,2019-09-01,2019,5166.49
conventional,1.33,2019-09-01,2019,173009.2
organic,1.97,2019-09-01,2019,10164.38
conventional,1.34,2019-09-01,2019,73572.84
organic,1.69,2019-09-01,2019,2589.6
conventional,0.98,2019-09-01,2019,527026.65
organic,1.37,2019-09-01,2019,7689.29
conventional,1.23,2019-09-01,2019,40024359.99
organic,1.8,2019-09-01,2019,1315173.72
conventional,1.29,2019-09-01,2019,6370312.53
organic,2.24,2019-09-01,2019,216849.88
conventional,1.09,2019-09-01,2019,811847.18
organic,2.06,2019-09-01,2019,12743.27
conventional,1.42,2019-09-08,2019,105579.42
organic,1.84,2019-09-08,2019,2614.53
conventional,1.08,2019-09-08,2019,771841.85
organic,1.48,2019-09-08,2019,17572.57
conventional,1.42,2019-09-08,2019,982007.63
organic,1.54,2019-09-08,2019,52754.85
conventional,1.48,2019-09-08,2019,100082.94
organic,2.21,2019-09-08,2019,4049.8
conventional,1.51,2019-09-08,2019,681817.44
organic,1.86,2019-09-08,2019,29410.47
conventional,1.33,2019-09-08,2019,163194.8
organic,1.63,2019-09-08,2019,8773.37
conventional,1.37,2019-09-08,2019,6298326.4
organic,2.02,2019-09-08,2019,200777.87
conventional,1.35,2019-09-08,2019,285776.21
organic,2.28,2019-09-08,2019,12140.27
conventional,1.32,2019-09-08,2019,684955.34
organic,1.77,2019-09-08,2019,39416.97
conventional,1.03,2019-09-08,2019,401638.78
organic,1.06,2019-09-08,2019,19372.64
conventional,0.98,2019-09-08,2019,281187.72
organic,0.97,2019-09-08,2019,25064.19
conventional,0.96,2019-09-08,2019,1476100.34
organic,1.64,2019-09-08,2019,26701.8
conventional,1.39,2019-09-08,2019,787475.38
organic,2.1,2019-09-08,2019,29649.68
conventional,1,2019-09-08,2019,654391.02
organic,0.95,2019-09-08,2019,53663.77
conventional,1.25,2019-09-08,2019,203124.3
organic,1.76,2019-09-08,2019,6467.32
conventional,1.09,2019-09-08,2019,4507966
organic,1.2,2019-09-08,2019,277726.07
conventional,1.26,2019-09-08,2019,309531.38
organic,1.27,2019-09-08,2019,20598.36
conventional,1.53,2019-09-08,2019,306553.09
organic,1.91,2019-09-08,2019,17197.32
conventional,0.95,2019-09-08,2019,1252861.33
organic,1.67,2019-09-08,2019,24414.1
conventional,0.98,2019-09-08,2019,290014.18
organic,0.98,2019-09-08,2019,22158.11
conventional,1.09,2019-09-08,2019,193184.02
organic,1.25,2019-09-08,2019,3398.42
conventional,1.28,2019-09-08,2019,322338.11
organic,2.16,2019-09-08,2019,10254.69
conventional,1.24,2019-09-08,2019,3012500.44
organic,2.06,2019-09-08,2019,80413.37
conventional,1.14,2019-09-08,2019,126160.12
organic,1.61,2019-09-08,2019,4564.64
conventional,1.13,2019-09-08,2019,715038.47
organic,1.59,2019-09-08,2019,3175.65
conventional,1.24,2019-09-08,2019,3838363.13
organic,1.69,2019-09-08,2019,189961.67
conventional,1.09,2019-09-08,2019,280801.15
organic,1.24,2019-09-08,2019,14659.78
conventional,1.06,2019-09-08,2019,296277.33
organic,1,2019-09-08,2019,9253.88
conventional,1.48,2019-09-08,2019,1921106.45
